57071 123700
6107 8118 56881
8118 30335 15845
8118 33303 160686
37351 8118 84121
8118 49375 23708
8118 51096 16747
1697 8118 75374
8118 43832 186078
8118 49802 175718
24658 8118 134862
17646 8118 6253
52882 8118 169838
8118 4741 115098
53672 8118 130324
8118 44793 32411
8118 41719 160732
1687 8118 23422
8118 42823 159110
8118 6218 191793
8118 37180 44157
5820 8118 139513
44504 8118 25011
8118 23039 9837
44344 8118 194862
16525 8118 118133
45189 8118 188174
26740 8118 2538
8118 37309 51284
8118 25917 147486
459 8118 151947
8118 27939 57791
53709 8118 173378
8118 25999 191944
53042 8118 126230
8118 40192 120502
8118 29310 174709
8118 8609 34733
4535 8118 69494
12994 8118 143091
45379 8118 42339
8118 35775 190371
8118 41269 1213
8118 27013 17897
8118 4461 42841
24905 8118 131663
31453 8118 173957
8118 28982 176175
8118 1715 185276
8118 16991 120905
8118 17528 88714
8118 54263 56864
9062 8118 107933
24676 8118 70368
56941 8118 38688
41513 8118 106680
55105 8118 122420
46251 8118 130493
38988 8118 30676
37163 8118 111975
6799 8118 94741
8118 51509 78219
29185 8118 31555
8118 52503 30427
28588 8118 164135
52881 8118 126000
2006 8118 18180
37874 8118 143891
8118 4559 74746
37964 8118 198915
8118 16132 188369
8118 36048 112665
8118 19763 75109
8118 19502 97108
10056 8118 169056
56763 8118 196985
4844 8118 21916
8118 32195 66666
8118 45088 17021
53885 8118 39287
48150 8118 100588
8118 48765 152600
8118 53281 113488
8118 8872 191131
46088 8118 38509
29122 8118 117992
8118 17725 168820
8118 1290 108195
19087 8118 23774
8118 39079 78907
8118 38629 164160
33773 8118 159982
8118 25278 32211
8118 33345 178469
26150 8118 40589
8118 47034 35827
8118 28598 117688
8393 8118 23296
8118 26190 138682
8118 55985 76322
16604 8118 114148
8118 25020 186789
47437 8118 33607
8118 28206 38578
8118 11553 24901
8118 54081 16531
8118 13613 90750
8118 31253 102659
8118 131 43165
37617 8118 77638
8118 48106 153158
53939 8118 42085
48374 8118 158509
8118 38317 168131
16998 8118 137849
8118 19333 82793
34664 8118 78618
37104 8118 91967
19132 8118 57559
23018 8118 156835
33776 8118 113846
8118 53736 43963
4896 8118 149678
8118 8381 95160
8118 42768 111408
53680 8118 174705
42603 8118 95052
15495 8118 141780
8118 27807 107092
8118 35947 131850
9497 8118 107391
25433 8118 7140
2691 8118 198126
8118 40636 35205
8657 8118 123985
39876 8118 196390
8118 18547 108761
32751 8118 73690
8118 619 145218
8118 38467 41107
8118 40460 8694
8118 7206 13796
24516 8118 118155
55534 8118 158782
8118 10424 143647
19869 8118 132789
8303 8118 88178
301 8118 47434
8118 48788 145414
8118 24148 193573
8118 36364 103377
33171 8118 159926
49902 8118 18001
19173 8118 31839
8118 54038 116796
20676 8118 74193
8118 14627 158317
8118 55195 185604
17333 8118 49733
8118 4139 188509
32635 8118 78898
8118 19341 20338
44392 8118 55995
8118 14456 34438
8118 23318 182647
47448 8118 85195
8118 37670 125793
46383 8118 195719
37608 8118 8280
46323 8118 35272
8118 53678 191408
8118 44510 44514
25234 8118 443
8118 4714 182749
47052 8118 87117
18598 8118 39752
21774 8118 193789
35933 8118 108995
8118 24705 69134
35364 8118 192240
8118 10449 147919
8118 50072 154386
15548 8118 130060
8118 48870 152056
8118 56104 153946
6253 8118 67272
10709 8118 186375
8118 31304 55061
8118 50214 38771
54498 8118 53948
7977 8118 109857
35228 8118 166234
8118 50288 65209
8118 12335 183469
35536 8118 40719
27716 8118 170030
6742 8118 197588
26602 8118 172784
34326 8118 94583
5250 8118 102612
54902 8118 89232
8118 42228 128100
8118 6450 27019
46233 8118 138532
38796 8118 195682
8118 39317 138898
8118 4202 198715
8118 3596 108514
8118 46229 138208
25564 8118 122411
53097 8118 180375
30128 8118 159911
52021 8118 162908
8118 51268 78685
8118 26919 34743
14819 8118 162151
36115 8118 103755
8118 46072 87274
8118 9155 121627
8118 1815 101427
3556 8118 59479
1984 8118 197753
13163 8118 78020
8118 47499 79309
13747 8118 72916
56656 8118 89101
1627 8118 155252
8118 30594 102733
8118 6546 65514
401 8118 167856
9838 8118 115343
2481 8118 135340
8118 41927 74061
8118 12080 23686
8118 865 128117
8118 29302 73598
8118 8590 70124
30681 8118 59872
8118 19 171341
54512 8118 195427
8118 40233 15786
8118 36987 153555
8118 56188 174370
47452 8118 77200
9412 8118 33568
8118 2411 64439
8118 43430 23039
11760 8118 127124
8118 38944 186895
8118 53602 61540
4603 8118 160148
8118 56634 86533
8118 55277 135483
726 8118 94284
8118 38801 104400
19031 8118 151148
8118 46349 93691
8118 31083 32650
8118 55750 53277
19006 8118 194929
8118 5974 171321
192 8118 187893
8118 39940 191319
8118 29484 26131
31168 8118 114123
8118 41093 22364
8118 1033 55011
8118 19338 145233
8118 42205 140092
36275 8118 74747
8118 18297 67397
36770 8118 24893
8118 29796 89523
21159 8118 177748
16264 8118 92539
8118 2244 103291
22850 8118 2268
6599 8118 167789
8118 44349 133341
8118 22456 29286
29947 8118 180887
8118 39694 47379
36031 8118 140879
8118 34577 155653
23612 8118 182673
8118 16092 51788
8118 45543 123961
29491 8118 114170
48071 8118 150765
12254 8118 54852
1203 8118 135564
8118 45193 100807
18425 8118 125796
8118 15166 157841
24782 8118 63503
8118 53892 197252
8118 7111 62527
8118 46837 141159
39165 8118 164040
52855 8118 29505
39002 8118 175871
52828 8118 145818
8118 14649 48297
8118 37507 191317
46894 8118 112421
8118 44814 193037
44485 8118 66713
8959 8118 147986
8118 49921 141149
7913 8118 162812
24695 8118 117452
37633 8118 84868
8118 2982 36250
8118 4494 66727
6587 8118 45212
8118 8483 87931
8118 1477 62200
11302 8118 65501
8118 2635 191575
19349 8118 801
42440 8118 167272
8118 22826 84184
8118 39501 36039
15016 8118 5311
8118 28870 19817
8118 17918 156063
8118 38499 69764
8118 33651 89046
8118 56562 170584
8118 37095 171997
53891 8118 177428
8118 37839 165022
8118 3764 184078
5611 8118 42013
36145 8118 132880
8118 14900 131720
9350 8118 44989
8118 20764 26255
8118 21383 68543
8118 3597 162535
8118 30204 151129
26604 8118 18036
49579 8118 99865
47567 8118 123194
50654 8118 193199
54664 8118 117497
845 8118 18540
33781 8118 145619
8118 44094 163627
42704 8118 158448
8118 50062 9435
8118 20763 143209
18100 8118 178388
27164 8118 68153
8118 40190 52103
34560 8118 97740
41537 8118 84943
8118 56139 50346
48540 8118 169755
8118 7735 103326
8118 9754 94144
11397 8118 40542
8118 4381 50939
1806 8118 82146
32381 8118 181899
8118 24758 187297
8118 56506 113202
26667 8118 94262
18241 8118 35050
8118 9000 161713
49748 8118 99595
8118 9835 101780
8118 14270 140795
8118 24298 197025
21973 8118 78666
8118 48800 139985
25469 8118 183793
8118 25737 107616
20791 8118 56086
8118 39393 163882
25177 8118 50227
8984 8118 111470
8118 39171 69594
14724 8118 170122
34943 8118 81448
1607 8118 29842
8118 343 163768
48014 8118 23215
51729 8118 35340
40645 8118 64798
45252 8118 186043
8118 16170 48238
3081 8118 188069
8118 53409 23433
8118 14669 152748
8118 9708 39827
21569 8118 184300
8118 34288 101603
30858 8118 41425
38004 8118 151455
3227 8118 117768
8118 54638 84745
8118 11756 113324
8118 24272 3517
28459 8118 26519
12183 8118 102829
27721 8118 195160
9915 8118 130799
8118 56685 27755
8118 31215 65573
25229 8118 199121
8118 34847 65404
41843 8118 75499
8118 24810 47536
8118 27092 51961
6348 8118 139490
8118 39139 140208
34960 8118 117811
8118 10090 34880
23965 8118 149828
8118 56617 3789
8118 46470 174722
8118 49252 178594
8118 27458 3210
19870 8118 73689
45973 8118 118264
8118 11922 175835
8118 12268 70214
8118 15237 151789
52482 8118 116288
7103 8118 104906
34092 8118 194312
45939 8118 37950
5953 8118 185340
8118 18865 38952
29663 8118 43378
8118 21906 5690
8118 30567 89659
10173 8118 18046
8118 17658 92671
37762 8118 138414
8118 51623 159242
8118 54501 95264
22477 8118 162543
8118 9948 56188
16249 8118 121780
8118 34184 20902
22359 8118 189337
22408 8118 33409
14156 8118 46230
35188 8118 51932
43374 8118 159777
23596 8118 131026
48636 8118 72035
8118 31331 90057
8118 43579 148278
19027 8118 178931
8118 30361 145928
24757 8118 103623
27145 8118 199472
21430 8118 196241
8118 34372 150113
5791 8118 131375
8118 48588 108385
8118 19079 54577
45545 8118 127952
8118 27451 144733
24630 8118 98892
8118 7126 124991
8118 10464 73572
8118 44148 104826
18876 8118 195423
55478 8118 83467
14018 8118 177720
12608 8118 187702
10091 8118 116590
8118 18119 109884
29804 8118 97684
8118 41377 1192
42268 8118 131422
8118 44800 39503
8118 14607 132966
4412 8118 83808
881 8118 162704
28900 8118 134277
8118 3617 194728
40433 8118 68706
8118 30251 31358
15295 8118 149104
6062 8118 96573
8118 56112 167061
8118 49449 27150
10527 8118 191225
8118 29443 95209
8118 33019 29050
50715 8118 25781
8118 34755 85381
8118 13983 47464
40147 8118 28097
8118 12790 146049
8118 5171 24777
8118 809 184538
8118 1525 13874
8118 2800 63762
39222 8118 106460
8118 23912 165742
8118 17197 179933
26776 8118 111163
8118 49826 192481
8118 19938 102863
27766 8118 82380
47676 8118 88406
8118 22989 29087
8118 542 52416
2541 8118 49377
8118 34118 59000
27354 8118 119945
45568 8118 131302
8118 24669 122916
50560 8118 90009
51789 8118 81883
37649 8118 60958
45225 8118 189927
11012 8118 174805
8118 45161 146525
17946 8118 24903
21239 8118 61645
8118 50548 163808
8118 23166 193939
8118 4143 185835
50159 8118 87679
8118 25139 187047
8118 37728 145177
8118 33821 143887
45672 8118 143079
8097 8118 69531
52014 8118 160034
38855 8118 168862
5321 8118 145797
26237 8118 1714
8118 24072 108805
2109 8118 191795
8118 725 108407
8118 50827 101272
9029 8118 172027
9471 8118 63524
8118 31937 101665
8118 1824 45294
8118 34773 194439
24351 8118 93676
49989 8118 17168
7765 8118 9729
8118 50932 136361
8118 52777 86889
8118 53531 16625
53880 8118 136198
8118 46820 169289
8118 12021 42908
8118 44190 160841
5189 8118 76810
31041 8118 185974
40162 8118 47235
8118 13473 167618
8118 25742 49026
8118 4522 173507
21344 8118 154723
8118 28579 34008
8118 149 149623
8118 54153 39108
8118 41431 46369
8118 37721 3704
8118 35946 83612
39301 8118 106081
30320 8118 184400
29342 8118 129929
5095 8118 107460
8118 17955 171556
8118 20365 135803
21409 8118 80864
21914 8118 34389
47703 8118 168662
8118 35835 178819
8118 43107 170832
14262 8118 7373
663 8118 154519
49824 8118 79924
53840 8118 130457
8118 18974 154351
17004 8118 199028
8118 35604 33603
31421 8118 12240
10643 8118 92637
8118 51333 68983
8118 6410 160138
8118 30378 73223
6335 8118 168752
13621 8118 127028
8118 7231 126511
56254 8118 87172
11920 8118 16426
42588 8118 182262
8118 118 176429
8118 35265 155138
17920 8118 172955
8118 32838 134654
22368 8118 133318
27795 8118 27454
36639 8118 188787
8118 12473 198257
40681 8118 63728
8118 5083 155721
8118 48938 175146
51400 8118 163036
8118 36225 197755
8118 9682 47124
8118 1523 86324
16235 8118 16419
54167 8118 81609
8118 50580 63908
3523 8118 169073
8118 52078 194656
41091 8118 66855
8118 29808 150305
8118 8287 180294
8118 20310 136411
1662 8118 198545
49968 8118 103296
8118 46793 52195
17813 8118 183099
515 8118 138403
26719 8118 64083
8118 35793 148824
21818 8118 121939
49619 8118 159471
56152 8118 56061
8118 6108 42504
8118 5040 65299
30658 8118 60771
20085 8118 89180
3808 8118 50986
1424 8118 155769
30098 8118 176267
8118 27987 92630
55795 8118 166203
3567 8118 26340
8118 39756 13177
1516 8118 17241
8118 39262 78313
48708 8118 152953
8118 54138 126995
8118 26479 172955
51103 8118 169849
8118 49265 46858
8118 9519 50073
3429 8118 73762
45731 8118 118895
34551 8118 94553
8118 17821 107266
15844 8118 21176
16830 8118 102754
16978 8118 125710
8118 46408 43209
8118 45893 71298
8118 36474 16395
18683 8118 61638
28461 8118 180953
13466 8118 178005
8118 39469 171478
38758 8118 44514
2391 8118 151142
30368 8118 130953
8118 11394 57594
8118 14780 98931
8118 46790 33
42003 8118 95299
8118 44745 4239
8118 2147 11009
8118 7249 70347
8118 2240 188427
8118 19535 149291
8118 38904 110894
8118 11767 116363
8118 14523 62207
8118 15316 36460
27800 8118 5840
8118 48237 62911
16733 8118 120794
8118 43954 110246
36485 8118 186292
8118 46860 42481
53746 8118 102973
37999 8118 60256
27117 8118 79712
8118 28847 192947
24290 8118 65933
8118 20756 119307
8118 32449 76783
54334 8118 60179
8118 50168 36847
27926 8118 59922
34503 8118 121166
8118 18578 178184
8118 56752 60375
43358 8118 121482
8118 56088 164288
26012 8118 187591
8118 36724 90354
8118 16085 189216
22215 8118 111301
38174 8118 93237
8118 3411 165923
45417 8118 136237
34819 8118 156310
397 8118 23341
25775 8118 109031
8118 49423 142908
8118 6235 90659
45269 8118 140144
19435 8118 26233
6704 8118 150217
7952 8118 16992
8118 2774 33233
8118 14252 73596
15790 8118 123053
8118 34180 105851
8118 52171 46477
8118 16818 187497
8118 21757 11042
8571 8118 148977
8118 11525 133445
8118 11906 89821
8118 40398 147713
25800 8118 171108
24980 8118 154613
8118 44451 35613
51561 8118 172443
34254 8118 147908
8118 49905 6753
41358 8118 74542
8743 8118 102437
8118 40957 49724
78 8118 75465
30325 8118 2189
8118 17069 171939
50282 8118 85896
38135 8118 160479
10993 8118 65821
8118 36823 120099
21808 8118 160088
8118 37516 145578
20309 8118 87284
26071 8118 32299
17714 8118 98678
53366 8118 175752
8118 24347 78829
8118 34872 190781
50841 8118 162197
52608 8118 109911
8118 35129 159548
13305 8118 70537
8118 29547 154037
36561 8118 177406
2748 8118 137963
8118 6905 145057
56816 8118 171305
20466 8118 51275
549 8118 191690
37223 8118 97163
8118 9237 95075
19355 8118 135966
8118 39036 40577
8118 46145 138947
32168 8118 17806
8118 34077 101436
30088 8118 42684
8118 5751 36919
8118 25165 184692
8118 54339 132894
8118 15997 30639
8118 24326 137134
8118 22908 196671
17790 8118 99010
30524 8118 37592
43925 8118 53387
8118 54601 12905
8118 39354 14112
8118 26358 134366
8118 12497 106285
8118 55550 95833
8118 45855 161740
8118 11905 174719
8118 55793 81231
8118 5036 190094
479 8118 149701
25327 8118 17577
8118 28040 50881
12358 8118 149618
16349 8118 109541
8118 546 127460
3167 8118 194175
8118 40561 25516
8118 18754 6137
22396 8118 43786
23859 8118 144101
8118 54929 25572
46938 8118 59680
8118 47277 1727
8118 24187 13844
22018 8118 128383
35346 8118 1230
6080 8118 98574
8118 51020 188078
8118 2760 144067
8118 2858 61429
8118 54363 98123
8118 17526 68382
8118 14184 120388
8118 19978 22851
8118 13245 83391
6390 8118 99990
28296 8118 118469
8118 41976 150141
33083 8118 182017
34987 8118 167612
8118 31060 22611
45398 8118 80168
8118 54639 184223
24643 8118 52062
8118 39416 103468
8118 35238 74032
54032 8118 166650
56515 8118 96088
8118 49695 4671
8118 20060 92007
8118 28977 112874
8118 21450 13170
8118 31956 20823
8118 53294 151696
44198 8118 5946
8118 50055 147114
56803 8118 59098
8118 40978 191
8118 34979 34784
32404 8118 171860
9848 8118 175244
8118 2358 36773
47174 8118 164886
29121 8118 187599
40406 8118 35337
8118 56395 178169
8118 24270 117006
3275 8118 62031
36091 8118 155261
8118 38729 25127
8118 18609 144850
30747 8118 94532
8118 4362 47251
8118 40391 99458
8118 20693 162652
20998 8118 25612
53252 8118 145081
30307 8118 148728
8118 49514 93421
28777 8118 56832
5653 8118 113693
8118 45091 179136
8118 37591 125593
46471 8118 96179
8118 18571 183081
8118 23832 151120
8118 22742 192054
27970 8118 54297
8118 45186 98767
31572 8118 122184
10029 8118 188549
8118 4593 115825
7477 8118 24789
8118 42368 2229
43675 8118 1225
8118 41752 87367
8118 36414 41584
32216 8118 107329
8118 1529 192852
8118 26855 78887
8118 24361 37573
8118 6805 27398
33465 8118 87656
8118 10511 178360
8118 55565 163463
27892 8118 5478
8118 44445 52341
8118 32604 52970
8118 18658 173460
46620 8118 164266
8118 47553 4968
10830 8118 37386
27811 8118 130684
8118 54220 123039
38373 8118 44581
8118 4967 37723
8118 30963 152974
8118 9428 91538
8118 35994 189917
8118 33667 9778
8118 16281 147288
8118 28266 133644
15098 8118 29033
8118 48387 18020
8118 54423 156126
8118 53755 77148
8118 908 12176
8118 7621 34741
8118 53580 113594
8118 36526 13871
46862 8118 37708
8118 13149 116429
8118 7745 151258
6342 8118 91408
8118 22318 160212
20410 8118 73250
51516 8118 73881
37382 8118 415
8118 40070 147493
8118 22876 126087
8118 6478 99299
8118 1515 114347
8118 53241 42080
45410 8118 39030
51215 8118 138145
45517 8118 22250
11220 8118 34635
8118 48357 106953
8118 15301 41396
50858 8118 107668
8118 56952 171439
8118 32795 185392
8118 34104 97956
8118 26695 44313
8118 16851 73648
8118 34562 128792
9687 8118 117939
8118 28068 60437
13375 8118 108633
37748 8118 63994
8118 34919 94837
8118 24977 55988
8118 2296 52097
26240 8118 17123
39588 8118 193778
8118 41118 185156
8118 37301 88520
8118 20921 50130
8118 27790 136211
8118 55275 17394
8118 35932 148346
46199 8118 121078
8118 3539 163427
30925 8118 100182
8118 1702 54937
8118 28734 142943
13853 8118 180957
13151 8118 122523
8118 22708 147819
33404 8118 187717
3623 8118 187829
8118 44929 91541
8118 23626 121885
8118 27450 94094
28359 8118 190809
8118 1978 90313
8118 34119 178036
8118 38356 197770
43917 8118 125340
50659 8118 88596
8118 28227 159774
8118 49960 134533
8118 16469 2200
40786 8118 66068
8118 54474 98464
31792 8118 159494
8118 48891 130550
21701 8118 97590
8118 50163 156025
8118 8111 115908
49996 8118 92069
8118 22321 193104
8118 26421 62315
54668 8118 135291
55456 8118 96018
8118 18572 133616
8118 33037 11089
8118 47071 140648
43750 8118 25436
11755 8118 196135
215 8118 179572
35208 8118 4100
36560 8118 36093
21486 8118 76896
13096 8118 27883
8118 10269 195989
16886 8118 113384
8177 8118 183097
2122 8118 56819
8118 26353 64276
8118 5382 82666
8118 7202 122369
43290 8118 88650
8118 43314 54197
8118 4088 151207
8118 16662 63755
50212 8118 47500
30586 8118 5902
8118 25862 98871
8118 14063 70632
9453 8118 49459
28512 8118 138565
6025 8118 81990
8118 56965 79380
47218 8118 48460
8118 20728 99971
54759 8118 160961
42298 8118 81292
8118 21700 72319
8118 34703 78540
8118 5956 165853
8118 11073 27844
13488 8118 107658
8118 37629 12559
8118 39097 16353
34972 8118 123869
8117 8118 53398
8118 22174 174110
8118 11747 23835
47612 8118 75868
8118 27276 162981
21607 8118 153587
30535 8118 8948
32859 8118 47635
12498 8118 195768
46139 8118 130663
9982 8118 167131
9902 8118 88904
8118 31568 24119
8118 45148 198059
8118 35894 79063
8118 47752 142733
45762 8118 34281
10575 8118 21536
8118 9576 87714
8118 50457 195789
8118 42313 189465
8118 48278 23464
8118 49722 145220
8118 6607 84926
48222 8118 5490
20434 8118 123715
2906 8118 123488
5708 8118 117229
8118 47755 145091
8118 2761 1058
42885 8118 162911
8118 4614 170320
8118 33417 108091
18390 8118 193243
8118 15244 147552
32378 8118 176678
23591 8118 4887
8118 27883 178836
8118 36231 125259
8118 46322 134639
14276 8118 178111
8118 33967 122669
19178 8118 91460
38968 8118 106326
8118 11326 61492
8118 9133 9810
26446 8118 164542
8118 49901 17346
8118 8121 52120
53797 8118 147786
8118 19612 160286
8118 3509 34588
54612 8118 124580
6113 8118 157658
8118 38258 178404
8497 8118 179987
47260 8118 11237
8118 12383 148976
8118 11695 117237
8118 21406 189790
8118 47101 120489
14540 8118 102356
20873 8118 179955
8118 45204 150799
36140 8118 5304
7884 8118 145367
8118 1098 39356
14692 8118 100271
38402 8118 76390
8118 46647 183746
8118 6219 105869
8118 20449 55432
56012 8118 117821
16586 8118 179551
1232 8118 64289
8118 22800 155830
8118 328 180573
8118 17761 8333
41382 8118 114051
36995 8118 39633
8118 55549 93410
8118 48356 56391
8118 5012 18342
8118 6413 69359
27873 8118 64139
49670 8118 76382
42565 8118 94201
8118 17174 138530
5805 8118 181921
8118 48598 123881
8118 52624 88845
6135 8118 97557
8118 1464 50992
49777 8118 173658
8118 30970 166803
8118 28789 78617
8118 6368 86399
8632 8118 180733
38254 8118 169381
9579 8118 132085
9898 8118 172938
8118 17370 125455
2673 8118 114607
19750 8118 632
47117 8118 32453
8118 8142 91532
19135 8118 160909
11506 8118 192107
55247 8118 151988
8118 10801 194052
55154 8118 35575
8118 11121 93926
8118 1398 71494
46617 8118 118524
12951 8118 28652
26160 8118 173547
8118 12602 92325
12460 8118 168360
29649 8118 106664
30298 8118 28826
53931 8118 155646
8118 34044 150026
8118 8445 171652
4518 8118 167218
8118 384 24430
23702 8118 139501
8118 42557 69996
8118 8498 96837
8118 36472 56901
33118 8118 139426
20731 8118 152354
8118 29738 36257
20581 8118 170496
24670 8118 134199
8118 18965 140222
8118 2806 39299
46802 8118 31100
8118 7489 170041
42150 8118 32024
8118 44604 171129
8118 3563 174123
26296 8118 110875
8118 24571 26112
1309 8118 184030
23346 8118 4846
24848 8118 176924
8118 24892 179647
8118 11692 27402
29558 8118 150679
8118 19726 95332
14311 8118 55232
13523 8118 102035
8118 27058 128391
11150 8118 4510
12037 8118 17658
46527 8118 179062
13535 8118 84292
5006 8118 118436
6104 8118 130944
1774 8118 155376
51192 8118 126056
20784 8118 197771
8118 8311 100764
41220 8118 179158
8118 43017 113885
8118 6908 145794
14855 8118 5713
54712 8118 9930
8118 46124 176623
13775 8118 31722
8118 2572 162811
34991 8118 47052
380 8118 1768
8118 48162 184204
48715 8118 3657
8118 39586 152753
8118 45520 58719
8118 26052 25512
8118 8666 44102
8118 32693 107423
8118 41937 27812
14765 8118 51734
51471 8118 59918
8118 29900 170324
8118 16125 143795
8118 47161 169252
8118 50567 60182
8118 41001 100790
24776 8118 119136
50868 8118 2545
8118 11329 156585
51416 8118 168243
33653 8118 183333
44031 8118 47862
17156 8118 45633
8118 39199 84883
8118 10391 162596
8118 36962 2108
11354 8118 34512
8118 29329 74781
40211 8118 29674
8118 18574 20639
26291 8118 166303
33797 8118 178964
22986 8118 47899
8118 48576 100976
24827 8118 31345
8118 50859 84167
8118 52093 5418
8118 49888 3456
8118 35526 190028
8118 27012 35727
8118 11415 99740
28439 8118 50563
33843 8118 135343
56642 8118 146088
10496 8118 57924
10537 8118 148793
8118 38116 6883
38013 8118 32562
8118 12448 16228
26516 8118 185086
45158 8118 61884
8118 21666 21736
4668 8118 13423
8118 30215 159975
51105 8118 10080
49430 8118 183638
8118 43115 76175
26031 8118 14826
3543 8118 64833
8118 36065 21581
8118 11717 34865
13272 8118 152218
13855 8118 247
8118 55082 50618
8858 8118 163899
8118 26611 175961
31376 8118 29170
8118 50271 113168
8118 38651 168177
8118 19100 78704
8118 9463 55183
23286 8118 26765
8118 36940 184412
4995 8118 31491
8118 48352 112088
41272 8118 44149
8118 16751 173402
38041 8118 43576
53300 8118 102353
2925 8118 193810
43499 8118 4585
42556 8118 198380
8118 27937 89594
33412 8118 177519
8118 4855 164340
22427 8118 71750
10601 8118 83260
1254 8118 138754
8118 51101 150645
49865 8118 162924
19908 8118 71070
8118 15400 158468
8118 27771 15209
8118 54298 95291
8118 52546 45738
145 8118 167863
41519 8118 82751
33697 8118 102763
21792 8118 50661
49857 8118 159943
27221 8118 156547
8118 52317 121290
1812 8118 114384
30360 8118 188503
32565 8118 177673
29148 8118 108506
8118 17695 82774
13139 8118 176511
8118 44122 29294
8118 49871 92146
48144 8118 19223
26634 8118 42593
31462 8118 90466
8118 44080 139535
8118 50181 6391
8118 6709 40734
8118 16788 125363
8118 7594 46167
8118 44106 63836
6243 8118 88836
8118 28131 150669
16676 8118 132554
8118 44747 25412
8118 24345 25326
1436 8118 40084
10281 8118 184657
8118 12403 101402
47724 8118 99072
8118 16585 129073
55876 8118 99801
5269 8118 69550
34543 8118 70269
3099 8118 121715
8118 20088 8259
41647 8118 106064
20275 8118 159833
8118 45190 69657
8118 40174 20609
40457 8118 36918
4087 8118 178939
47204 8118 174017
8118 47524 126344
8118 56949 148683
45778 8118 156847
21795 8118 26989
8118 28029 10110
8118 48142 166471
8118 40118 98586
8118 6501 60357
52039 8118 132566
8118 53394 1134
30743 8118 143653
8118 9129 104120
4230 8118 17856
8118 51492 101203
8118 5841 119057
13538 8118 51704
18900 8118 133950
25759 8118 96244
11472 8118 132565
24994 8118 164771
19372 8118 12622
20106 8118 108921
8118 8218 175063
2826 8118 177897
47870 8118 175141
55830 8118 18032
8118 1691 94645
5210 8118 92044
8118 14454 197651
8118 13354 52422
8118 41598 28524
32833 8118 103720
8118 43096 65433
39268 8118 58666
41706 8118 28271
4826 8118 146988
38224 8118 145666
8118 56886 161201
5681 8118 37559
37118 8118 102380
8118 25780 184681
28897 8118 122545
36503 8118 145479
8118 49059 65923
4359 8118 187868
