146580 198774
112572 86817 16770
112572 3026 133523
112572 44233 103436
112572 45325 159089
112572 718 48403
112572 15206 172868
99395 112572 157528
38535 112572 50593
112572 130780 17987
112572 109068 161359
140394 112572 162609
46933 112572 87767
112572 125352 34715
74205 112572 30335
112572 6157 124088
100441 112572 152853
71972 112572 70001
43891 112572 22747
112572 13095 138054
112572 24640 113072
41801 112572 7421
112572 47080 73223
112572 76489 148338
45672 112572 24824
112572 137187 33652
112572 15720 84543
80916 112572 123730
35727 112572 119037
112572 10012 24384
112572 126973 78915
112572 73138 108580
112572 6942 19898
140624 112572 39008
112572 86501 119262
120775 112572 19740
112572 140723 85788
112572 81168 195685
117874 112572 156474
49838 112572 138034
117999 112572 116050
60303 112572 134394
123042 112572 74077
112572 131503 185221
143856 112572 23222
122948 112572 35808
41180 112572 132515
112572 142427 65141
95357 112572 65914
112572 133565 90979
112572 38031 142873
55826 112572 165240
112572 140509 128662
112572 23248 32363
112572 16705 110025
112572 146393 112605
112572 53636 122136
98460 112572 28324
117473 112572 156644
112572 62223 145994
1563 112572 16260
112572 15724 90285
112572 15025 132704
8107 112572 101485
112572 61874 177060
112572 12588 186365
112572 98787 113724
66814 112572 28327
112572 110584 93875
112572 76400 153589
112572 76487 134760
116707 112572 114996
112572 2693 169466
112572 26798 176847
112572 5971 88250
112572 93318 71474
21831 112572 18933
112572 77245 41573
71973 112572 113355
51613 112572 196642
90400 112572 34531
112572 9746 186200
81708 112572 64265
63671 112572 189436
112572 70228 82856
100803 112572 66655
112572 96250 53823
62861 112572 94783
12385 112572 135582
24056 112572 184899
22457 112572 60718
112572 89933 27868
89430 112572 112818
112572 42954 75468
112572 26489 43864
96484 112572 178693
112572 47045 144843
50603 112572 121299
112572 60215 8133
113709 112572 180804
51687 112572 119248
112572 5298 63048
112572 141074 37462
134322 112572 168239
34016 112572 135919
67047 112572 137886
97926 112572 28990
72131 112572 172779
112572 68399 105201
112572 51915 162447
112572 130029 59843
131509 112572 117504
95423 112572 142153
89103 112572 177547
67990 112572 34912
112572 54338 58350
43595 112572 178887
112572 90090 24576
112572 2028 35088
112572 45439 42000
112572 27235 135009
112572 118257 127998
112572 12145 115595
44895 112572 92307
113754 112572 108784
112572 97934 186653
112572 121974 114808
136931 112572 36465
112572 2475 21808
36681 112572 17369
112572 84232 121869
112572 27021 76328
97811 112572 78414
132609 112572 35908
100014 112572 156763
112572 19141 77176
120731 112572 63825
112572 74240 11331
126562 112572 54859
112572 6392 62411
95482 112572 142490
46522 112572 88079
112572 127408 184314
112572 23630 187782
112572 74385 184323
128544 112572 178722
112572 47822 34813
102643 112572 12202
112572 18847 61841
112572 25994 157970
112572 27095 77783
49753 112572 126664
19054 112572 164953
112572 95374 117357
112572 145943 108679
112572 65404 197154
130070 112572 19053
123370 112572 33622
14782 112572 106433
112572 145520 14995
112572 98859 173238
112572 44223 115721
66272 112572 194392
112572 19059 36703
142920 112572 64330
112572 106465 25312
115454 112572 127540
17229 112572 51661
112572 108130 127473
92429 112572 146664
112572 62591 139826
57052 112572 124938
112572 135205 74906
112572 54573 189691
93641 112572 150918
133088 112572 20340
34553 112572 84082
36146 112572 30413
112572 78476 123587
108870 112572 168008
115626 112572 196891
55615 112572 26337
112572 60450 150270
106879 112572 135984
112572 140486 132323
56351 112572 125219
112572 113518 136
304 112572 108195
112572 19651 96508
37848 112572 39743
112572 36070 9057
88558 112572 12864
112572 113897 19767
105035 112572 152311
112572 1399 165355
112572 6330 25937
93295 112572 116183
93684 112572 11640
117969 112572 61978
112572 129011 84979
66572 112572 173211
112572 71796 93033
112572 43087 28301
45350 112572 59579
112572 96235 53876
112572 88757 185745
112572 20057 161466
112572 139759 79200
112572 92045 64126
112572 58665 158002
135435 112572 10409
61977 112572 31887
48112 112572 59700
91863 112572 31995
72042 112572 115192
104482 112572 26090
129379 112572 8151
112572 25752 122685
98203 112572 54504
112572 5566 181908
130752 112572 10154
91288 112572 190727
68570 112572 119460
85669 112572 149261
112572 39934 44565
79293 112572 61792
71043 112572 143483
112572 29168 172974
112572 58490 121663
112572 136180 95622
112572 32764 135945
112572 75107 127951
112572 106846 73050
87979 112572 31071
126576 112572 16147
112572 78464 86309
112572 81359 41118
103244 112572 141146
112572 1582 77145
112572 139080 76428
116034 112572 95571
112572 21414 70442
112572 55708 38906
117762 112572 88995
112572 38455 89879
112572 104756 134255
112572 39793 26726
7680 112572 142798
112572 121211 42117
145190 112572 87091
112572 81206 115026
4017 112572 66396
112572 12122 143760
11447 112572 186952
112572 105730 111039
112572 115173 73010
5685 112572 81171
94358 112572 34567
178 112572 67825
33453 112572 77605
112572 120266 76977
99737 112572 103991
112572 29015 100192
67913 112572 24744
105490 112572 125086
129069 112572 25013
104986 112572 174315
62642 112572 91611
112572 26736 176156
143181 112572 163406
112572 80935 123837
112572 36736 160930
125906 112572 13954
43963 112572 78072
112572 78040 21391
112572 140976 173056
98679 112572 28199
112572 97391 144164
112572 34064 91711
112572 22686 20996
55828 112572 121804
6727 112572 15897
112572 125096 29443
141474 112572 154013
113599 112572 22132
112572 21424 169263
111544 112572 183423
8120 112572 28374
27370 112572 90194
71717 112572 146180
14666 112572 39746
112572 131033 17150
112572 4910 50914
54053 112572 14806
10268 112572 146157
112572 34863 59842
106757 112572 161958
112572 118634 197666
129703 112572 153537
71537 112572 49733
112572 136322 125923
112572 6957 196875
112572 8583 68842
112572 138041 176654
112572 2695 94065
112572 48027 59956
67224 112572 116319
112572 55091 14843
112572 95398 181318
112572 83492 60174
105145 112572 17155
50871 112572 139531
21467 112572 74394
112572 50626 199731
112572 122985 136486
112572 89203 116647
112572 97733 174968
45780 112572 78959
112572 138813 89559
90394 112572 111791
112572 55645 92362
67900 112572 192880
70646 112572 10316
112572 28851 97835
112572 139985 187805
112572 106603 59254
106797 112572 152400
112572 70387 80326
85459 112572 112860
49849 112572 174252
112572 104041 109185
136001 112572 139293
112572 99815 85249
112572 113223 68215
112572 57199 94783
134364 112572 133346
70819 112572 21768
112572 44407 70775
88918 112572 15900
112572 73125 106472
101441 112572 156065
111638 112572 152997
112572 93057 100438
112572 118203 136696
127202 112572 131118
112572 112832 30405
57381 112572 67414
112572 88905 127440
112572 30712 124137
119231 112572 190281
112572 30024 115702
112572 27350 63835
141892 112572 37910
112572 89421 115628
95189 112572 106732
112572 66818 135816
134461 112572 49533
88327 112572 153368
112572 41711 109123
112572 109832 116283
13958 112572 160356
123658 112572 19098
112572 88753 70336
112572 77550 32467
112572 87907 71022
112572 91787 38653
112572 108219 160928
112572 23046 12936
144687 112572 62293
112572 51203 159074
102838 112572 33326
112572 4381 187317
112572 13286 167931
112572 43574 51202
63403 112572 35933
112572 3598 184196
122205 112572 56853
127359 112572 169459
31334 112572 183561
51399 112572 31022
112572 136484 73457
112572 131475 173251
116755 112572 161619
54274 112572 158214
73613 112572 184445
9013 112572 5285
112572 63742 143854
112572 48796 91622
85954 112572 127549
112572 92120 144219
112572 106160 56832
112572 30980 27483
137072 112572 36915
51607 112572 55860
26643 112572 111302
102982 112572 183913
112572 119369 170609
112572 7340 126498
112572 67754 152509
112572 100033 75854
66382 112572 31990
27633 112572 136355
833 112572 109088
112572 68117 6864
112572 63740 180103
112572 115678 35233
139953 112572 67384
1596 112572 123914
19364 112572 71962
38658 112572 113117
112572 114594 180334
112572 135851 53744
45442 112572 68968
4793 112572 180644
96303 112572 135065
112572 16943 10835
112572 35380 44089
112572 48849 9459
67634 112572 191455
106279 112572 62169
102752 112572 102915
112572 60998 154556
112572 65899 24750
112572 118398 98465
112572 42110 170504
112572 46632 5406
112572 131752 106600
49169 112572 112425
112572 83234 53297
75475 112572 7487
11100 112572 161566
71707 112572 24484
112572 130389 177449
87727 112572 166255
112572 106120 37881
109221 112572 51919
112572 23456 117686
112572 25131 49039
144014 112572 63205
25450 112572 82195
112572 91440 7829
110116 112572 125150
112572 121602 191503
112572 81775 85654
112572 74609 64233
66698 112572 38864
112572 103137 152247
112572 138439 152946
72266 112572 75665
112572 10300 76930
120969 112572 187723
112572 119207 39103
112572 68682 145887
112572 88526 180076
135388 112572 178414
89913 112572 188252
105731 112572 97674
112572 43511 153699
112572 84996 12300
73070 112572 102304
112572 36563 137432
112572 31703 74747
112572 121678 92547
43995 112572 150748
112572 73923 39200
112572 121478 172225
13689 112572 100434
112572 14490 185529
101522 112572 77897
102030 112572 183723
112572 34648 100495
112572 30878 114727
137576 112572 64211
119873 112572 127918
69004 112572 192456
56688 112572 150361
53753 112572 36848
112572 111156 170177
113148 112572 7223
10818 112572 103725
112572 89163 50947
112572 49556 159840
112572 70788 198023
112572 124054 53604
137481 112572 71517
112572 48000 84707
30075 112572 25808
112572 72733 138061
128321 112572 32508
112572 40302 63005
112572 132833 127571
13802 112572 3259
83449 112572 130172
112572 4674 103336
36242 112572 73002
112572 99012 129187
42854 112572 81361
143837 112572 47986
112572 39089 96692
112572 3156 172330
25709 112572 155903
86522 112572 139534
112572 116260 77116
134184 112572 186398
136748 112572 110732
112572 83426 196221
112572 94769 45441
15784 112572 188590
112572 101227 134214
12731 112572 43760
112572 44423 76309
117101 112572 141731
47006 112572 91043
112572 90085 143053
112572 119044 69642
35834 112572 154456
112572 50891 129771
49473 112572 126671
63144 112572 134320
112572 39653 120638
124407 112572 159331
75425 112572 73476
110622 112572 159214
13360 112572 180815
136935 112572 68015
42968 112572 84212
81985 112572 29522
82326 112572 78130
11602 112572 142492
112572 82222 63780
112572 14587 1962
48721 112572 170629
137696 112572 139464
112572 44479 155657
112572 122424 40413
30762 112572 6477
35994 112572 111072
143502 112572 27353
65369 112572 84574
112572 41391 119856
112572 27741 96414
127662 112572 131549
138004 112572 141565
58844 112572 123352
124212 112572 26236
90783 112572 185664
74382 112572 154685
112572 132350 153746
112572 70596 171214
112572 50587 54183
112572 109444 171313
35548 112572 134588
112572 75405 57621
73042 112572 13394
11747 112572 109683
84248 112572 66823
112572 97975 4841
112572 121622 127042
80347 112572 197566
128772 112572 41783
13280 112572 64689
97957 112572 122858
44155 112572 131525
90235 112572 73070
112572 69775 39964
112572 37009 24095
128362 112572 152809
112572 92945 120177
112572 110456 103901
112572 15574 66733
112572 109527 76867
116719 112572 78365
112572 141438 98095
112572 117806 172371
108643 112572 110979
112572 23723 132743
123405 112572 191896
109677 112572 79141
37662 112572 149523
112572 140363 131101
112572 9042 158510
112572 12087 197532
112572 76004 90765
112572 127550 160627
112572 64856 72695
112572 3201 86498
22611 112572 184596
112572 58218 96149
112572 130716 16034
112572 145560 789
112572 79102 72094
21462 112572 195477
137310 112572 160100
124916 112572 121121
112572 15336 112167
112572 63728 6654
112572 91756 191943
130205 112572 171447
112572 105791 179690
112572 49433 63773
89543 112572 151476
112572 37517 34022
112572 42809 38438
112572 111998 11245
80755 112572 152495
112572 66714 147742
112572 138576 90155
140741 112572 8943
112572 57900 2784
112572 120152 26641
55723 112572 9112
36309 112572 18224
112572 44618 143365
48215 112572 117201
112572 2482 190947
85021 112572 1069
112572 32220 104091
97379 112572 145106
112572 144839 3808
112572 116329 40499
112572 16736 173174
112572 26674 82460
139176 112572 28768
111081 112572 45710
112572 88625 69825
35013 112572 106298
112572 136124 180783
112572 36308 19548
19642 112572 117293
117268 112572 90200
112572 132284 157763
112572 78617 75648
112572 63737 178665
97983 112572 62116
102794 112572 88438
15226 112572 159797
78272 112572 183226
112572 122142 23325
112572 100580 94424
112572 138285 84399
113608 112572 8322
27552 112572 108498
112572 3101 59258
112572 100832 104833
60837 112572 171742
141666 112572 29485
112572 38295 198374
42457 112572 120206
112572 55919 46427
72061 112572 10122
112572 26866 120708
131791 112572 125247
27742 112572 72108
53386 112572 38721
112572 135240 5336
112572 33025 146800
112572 76796 62913
112572 17937 158926
12474 112572 60442
112572 28735 14202
142499 112572 116321
112572 84580 10076
75756 112572 121838
112572 72203 141661
112572 35894 169649
112572 52122 152363
112572 11723 166890
63074 112572 47241
112572 139820 64703
112572 36310 134626
62045 112572 62900
112572 51444 59964
112572 87028 18615
58339 112572 85227
112572 141833 64910
93974 112572 121573
112572 145164 29059
125962 112572 5912
74784 112572 61663
112572 47768 19486
10091 112572 44950
112572 28457 106032
112572 144897 4462
129797 112572 70467
112572 114369 20560
112572 89512 97561
16080 112572 154552
64202 112572 199517
51363 112572 27686
94991 112572 156524
99554 112572 172198
80432 112572 131354
112572 124841 176371
74748 112572 31188
112572 116938 131467
122510 112572 53467
142792 112572 50095
112572 7859 197925
131559 112572 71743
112572 50800 170664
140035 112572 135470
82998 112572 27732
52699 112572 95343
91142 112572 150399
27660 112572 179520
54018 112572 12143
112572 118135 74123
112572 47536 19452
103761 112572 91501
112572 1636 59262
112572 40263 100263
112572 45256 94624
72687 112572 68560
140387 112572 36876
70840 112572 106905
75771 112572 184782
112572 52169 48923
112572 66620 166658
84280 112572 90070
18023 112572 194281
112572 10485 172895
100662 112572 166665
84558 112572 75204
8567 112572 53096
87564 112572 156868
112572 134930 184180
112572 61907 89432
138044 112572 41431
112572 112362 128043
138315 112572 179673
15997 112572 54948
17228 112572 116014
2224 112572 183315
81564 112572 151326
89002 112572 146599
112572 132686 104752
112572 54677 183915
112572 64976 153067
96109 112572 106583
112572 135083 179774
19463 112572 2881
12903 112572 184629
112572 76041 134837
9816 112572 133585
112572 134285 149479
112572 19848 128186
112572 32961 94086
119433 112572 9630
112572 79788 142998
141686 112572 53845
112572 28510 98175
112572 108025 61720
113427 112572 62218
112572 74813 197277
112572 89278 28881
129438 112572 120035
33299 112572 42854
5947 112572 119914
112572 115735 178753
84955 112572 10487
43018 112572 155637
48413 112572 197890
112572 66254 29383
45031 112572 11910
12649 112572 138961
112572 91197 1509
112572 104052 57780
56364 112572 193131
112572 11851 147995
59059 112572 1586
143772 112572 76524
112572 66062 194930
112572 130156 127748
82150 112572 167873
76674 112572 97221
104424 112572 10318
141907 112572 174861
126313 112572 94977
99745 112572 128447
77164 112572 58737
7737 112572 163126
84299 112572 67688
112572 14412 108957
112572 102415 134056
112572 26734 25246
112572 138018 161234
53577 112572 60798
96104 112572 72960
138707 112572 186519
12953 112572 23958
67750 112572 10176
13629 112572 18270
112572 134377 182241
28578 112572 160813
112572 53278 21752
112572 134583 103179
11930 112572 22403
112572 47112 159432
100581 112572 96353
112572 107479 141932
3379 112572 134620
128458 112572 110029
70153 112572 56789
53319 112572 156720
112572 105250 62748
57098 112572 56127
60910 112572 46836
103114 112572 8875
112572 70783 69731
63395 112572 110892
95121 112572 33709
29484 112572 120121
49772 112572 198956
117488 112572 14020
134871 112572 135884
112572 20022 111248
43474 112572 148633
112572 77918 42122
112572 60724 121627
28033 112572 157902
112572 80154 152026
112572 134973 99746
112572 111844 177133
112572 69456 111451
83916 112572 73621
112572 51419 194540
17985 112572 198820
86930 112572 73688
112572 7527 7161
112572 90805 52644
123503 112572 28030
106116 112572 175145
