20729 75573
1100 18281 141884
4610 12782 31860
15681 3336 110393
15690 18529 65464
20039 3069 107129
12039 5902 93242
314 19403 37975
6389 12484 166916
9460 16299 165448
3055 8066 15228
13827 15622 887
10300 9914 163655
19113 13329 55885
5190 5317 146061
16919 502 162263
3203 2091 132259
19727 17770 48303
3617 2033 173493
5878 430 10601
12450 12104 171148
5177 17403 49474
17520 20145 95321
8095 2164 159264
6119 20212 96173
2692 9233 69054
11286 6060 70162
6922 144 15605
6033 10917 195412
17472 17399 41491
17379 7482 156509
12553 2503 106298
14396 6336 35825
20255 12091 50131
19072 1028 1170
14382 3608 191929
16815 20304 147138
10193 4637 172155
1944 7812 151546
11861 16046 184921
17221 6046 44285
19856 1829 45263
17906 15509 174866
1918 12349 81349
16458 6860 89562
4700 10391 35250
17824 9041 85817
4120 17527 75454
6025 17928 183388
8435 8356 113780
9776 11684 121883
14061 4420 123240
13547 19033 176149
7874 20585 199349
319 18646 39664
11645 3158 160771
1586 9744 171400
18259 11642 191193
288 2071 2007
9012 11824 7829
15687 20719 119894
13085 18770 146969
12141 16771 21519
13213 12361 143792
13416 15446 191877
10934 7624 20710
4795 5390 52630
14128 8073 94780
8811 17281 89592
9908 6227 53090
20631 5222 118540
9392 20380 53959
16050 129 148623
117 17303 88927
14212 15156 194803
7570 19571 37270
14214 19341 198291
19425 6123 11373
13769 17443 122013
5853 10488 114306
4117 12514 119530
18994 13536 44562
510 13401 196093
1327 13839 146861
19289 12929 142435
7227 2058 61913
7881 11382 88127
4342 15819 133800
1543 18921 69617
5253 1600 184472
13531 11084 149443
5678 18686 167002
15202 20333 30976
11156 9954 136115
19966 17405 102839
10315 6082 14779
10965 19728 13480
16851 15558 111439
12651 7158 23700
14694 2799 87714
6162 18381 91874
19630 14220 95475
19699 6982 130741
16298 20375 72541
11828 275 31579
11350 15886 193009
19657 2410 9942
10037 13975 92900
5804 1364 6845
569 12913 128191
17674 17252 178386
6696 8054 177775
18834 17859 46296
15216 18478 15409
18651 18624 176530
11709 17486 29726
16879 776 166421
8445 14182 133305
10780 2660 190141
1967 3145 139340
18099 11595 2625
11893 17679 100574
5593 7365 143063
5383 5585 192283
15557 11325 120121
17467 10935 169688
7249 11744 168843
1299 2000 101939
1625 11157 152854
10388 18561 178302
16308 18907 28000
5874 19506 116317
3302 5636 148941
4180 20536 113871
5485 6269 24733
9759 20503 147706
12584 1083 130579
9062 14341 20657
5593 12234 86026
9776 14623 78193
7080 7973 115946
13781 16860 111547
18633 2427 139572
17673 941 53192
4438 13048 192197
14032 7722 17793
11992 18631 51024
8290 20366 26599
9368 245 10756
11192 19763 23109
17949 14806 143030
7883 9850 128444
8114 17175 67282
10326 9465 107618
19709 11862 75251
8102 6966 182925
12059 17417 97434
6578 2897 175707
6727 833 6186
14006 6629 133432
18759 6689 87851
18148 1227 133105
17864 12840 58609
7228 14378 136809
13436 13055 58414
18401 6310 163740
10007 1530 109519
7078 124 139794
2956 18157 176253
8407 6716 22868
11929 11802 184097
1175 19878 29376
14188 11248 174167
15227 17355 165938
8948 9306 175255
7494 18546 156720
16215 14837 129828
6951 13811 169043
8274 14953 45174
536 1598 145029
20454 217 196530
20514 5385 35691
1799 9702 107646
19003 19932 70094
1175 3219 87822
19446 13287 132590
18021 4044 50643
9519 1276 5882
2102 497 13217
741 9784 31974
7537 2701 144105
380 12461 64164
16256 9952 56731
17585 15972 99720
15975 14446 4904
10251 3848 92413
688 19723 12482
2560 16189 83611
19065 12600 85523
18617 15649 25547
1781 18872 181102
7690 8452 165972
4385 16706 157591
19559 19281 112396
16235 14745 101632
5325 10258 119262
11549 17795 86543
15428 10248 137174
16802 20205 162176
9945 3624 14807
14099 17184 97400
16898 9195 94341
15382 16150 7511
20190 5762 198698
10162 16039 108916
18922 11125 39312
4480 17639 90599
18279 5207 1963
10644 19993 135468
3325 4489 41460
9526 1572 148656
860 10687 31400
6753 4183 14760
17743 6937 103997
17594 19618 184520
3310 10341 58124
14080 2208 64804
13106 15028 124886
10063 13124 122876
4516 16612 134934
19462 6297 166739
1263 10160 187168
20398 11247 142565
17351 7218 134840
14664 1129 84744
14652 7165 141362
14552 18554 23032
15627 626 14719
17664 20059 131498
17595 8882 110515
8520 68 74267
19321 10362 108480
17381 19148 52908
5816 3949 74082
3005 18442 187122
2446 20 62095
12952 1050 82306
14589 35 108520
16359 19295 80465
16778 18844 173318
19719 19478 192577
11085 1588 118257
17402 12162 55498
5294 11434 136890
9431 20259 193871
15991 893 7812
19673 10003 40609
16491 4298 46659
1174 13222 4022
6503 3672 49185
12921 11214 44538
6001 339 120386
7876 16153 165118
17930 13369 128734
9710 16550 5998
7641 20462 59599
17621 15021 67782
9859 5759 57857
18826 1759 169657
13834 18984 75016
20512 1403 98698
11212 15141 98623
15212 10068 152209
18315 1756 148638
5831 3538 50540
10810 16838 51747
18901 17733 159084
11079 7321 13558
19894 13977 104051
9411 13211 21389
14299 17968 20254
14561 1718 127906
12492 8178 122434
18067 61 141498
20729 20337 36879
4627 4369 113034
4342 10223 28296
2530 2547 162106
2689 17336 196035
760 11303 6602
1298 20663 59928
11866 1434 191772
355 9682 95099
694 3644 51188
16505 6707 4438
2060 1550 62097
9596 7533 95490
19912 20443 165307
16652 10414 80958
264 6318 191490
15547 6625 48892
2848 8271 48604
14534 2456 170499
2109 5249 65166
16799 1345 167156
2537 1121 38711
9106 900 71790
20418 16093 52816
4823 8359 99040
17785 13575 88911
13475 13020 130307
6837 18662 197805
8708 4110 154796
12335 2262 149633
11812 10502 23187
14521 19893 179451
2355 13708 17454
8953 10085 162674
105 4541 87713
10697 19361 12927
8162 16341 51141
4020 15709 38132
2865 15613 82007
6627 7743 41314
1274 17618 24717
8081 15058 89073
3246 17497 158793
8278 16023 98160
3351 9753 159090
6309 9350 173144
12211 13619 121612
7522 5022 33562
18611 7014 54019
3745 10028 66729
8415 13086 126423
5150 15177 196612
3483 19730 21825
7836 3989 95518
20054 16031 86225
1252 18095 137013
17499 16780 158868
12956 1296 61032
16672 20535 49118
9538 1225 143295
7185 8173 50964
5859 1602 180837
20081 2543 4511
18947 366 87230
16538 2747 58468
7918 6693 4834
19025 20278 35996
8388 19806 77176
3946 12417 149810
10445 7420 126732
14520 440 40272
4028 9072 141380
14400 20274 152912
496 2029 184941
5688 18677 37243
12882 13174 153512
10820 1984 166147
7974 17959 149404
20301 14244 115379
16100 5760 89986
17469 571 45025
10557 15194 123881
4528 10211 52660
14285 18775 96205
5069 275 122982
4078 19869 195738
3984 13389 98076
3741 17500 162960
5930 8218 177813
2523 16928 40494
19741 20588 47381
6088 488 71541
8436 10777 80210
12833 1547 137505
6740 1808 175624
11862 7433 27678
9660 356 17463
16888 2592 132744
15237 12996 136665
18779 17758 192485
9747 13983 172601
12725 20584 104427
18320 13237 136381
15679 14555 179014
16463 6256 34701
14370 4915 143326
10764 2178 34480
1801 20498 22262
4032 11928 27496
2154 16077 908
7312 5400 18558
5995 14804 186504
12813 8164 104215
82 13790 4995
9517 18539 99401
1888 7603 38158
19857 10152 132273
6589 12167 134299
15107 20084 35976
13549 12965 147416
12088 17693 62178
18694 4926 67632
5495 19414 149372
1666 8373 76548
18438 20412 29819
298 18722 28447
17569 18637 1581
18021 6624 31935
20283 6087 111076
3220 10450 119458
19933 11245 83530
15442 11351 122903
3088 12446 166846
17086 14052 62079
16190 12521 134436
19072 6213 147261
18542 15892 26519
15340 14339 198682
6889 9427 149088
611 1695 193903
16689 1113 117157
6924 3265 10979
12803 4481 49663
17447 11811 104120
1984 8627 75965
2315 8875 115180
711 18105 180903
4751 17143 29499
16526 16043 157608
7980 14762 71448
12367 16372 37085
17653 4527 58607
15022 13165 132222
9350 4120 92543
14511 7868 75773
7928 8941 162995
6496 7564 119836
2982 14729 55800
16537 16540 17009
13280 10039 49250
2882 9970 5669
14903 11562 50436
5708 6365 188763
10054 7987 27275
19173 1901 122794
5896 16222 144890
5650 8762 11141
19355 3594 43310
18880 16686 101431
12052 7090 93642
14862 4284 77075
5093 1056 181857
665 713 192980
678 807 3577
6772 1603 125205
7160 20487 109584
10144 137 99801
575 13348 10642
17851 18439 11430
7412 4502 197103
407 16694 62030
14601 7166 149457
4301 2908 60984
11499 18391 85737
16053 8749 56476
2820 9111 90093
16339 18741 44579
20303 14575 77948
1381 9912 32773
4365 16680 114496
10288 13289 40005
12922 4976 100202
3654 2463 174259
16564 10294 189185
15034 9483 58861
10713 15626 30142
19410 14638 31724
9467 4083 77218
3685 19270 68490
20138 16052 62402
19540 6726 62513
8574 18620 179288
10736 18059 190250
16163 13013 145440
14257 12002 174896
10369 9072 11919
9553 14241 15966
16794 16885 89797
18133 14382 101074
9636 14469 63063
17453 8268 25275
7354 13234 111872
17226 17402 168548
4687 19329 92845
19209 16651 91764
15591 4335 77496
11642 14283 95759
13791 14360 28714
13877 9268 7115
11088 7256 22178
17429 6933 112986
12325 6473 69552
396 13815 26559
17608 49 78782
6048 13774 178290
19900 13355 78397
8519 1954 190077
15243 7735 47197
7605 9332 118054
4988 8239 168648
1210 2189 40544
13239 9881 76792
9082 18548 133617
10486 10562 55640
11776 13093 149365
1199 13783 60330
17451 15728 47571
14685 14932 147225
14677 9456 184571
17106 3457 68642
17033 6386 199851
12862 17535 106876
7931 12674 142679
10657 660 112162
19579 18041 195879
20409 18647 135850
15632 7886 40334
6389 11162 75308
1108 15574 31606
3962 2597 51530
14684 14059 27216
7849 11831 82957
2751 12150 55038
15192 602 113952
10512 17893 139266
1009 9386 68974
2018 16087 37439
15309 18177 186548
5747 9892 128905
1669 18928 62906
11202 10268 130727
20370 16983 194187
6135 4267 61215
7389 2247 38441
1352 2131 65846
2834 11110 104947
2968 2261 151406
13892 7058 175733
12421 11976 40084
5512 16448 19218
6994 9165 74979
6691 17683 153210
7454 4062 186265
20673 842 96404
7209 9838 122835
9634 20395 133070
6916 14273 92288
20580 17398 198029
12536 18327 130486
521 293 63710
12582 5133 77551
12027 19826 186631
16561 9520 91207
4158 16875 84799
10341 17598 22471
8579 11896 193427
13351 15522 183617
9330 9494 159689
20507 13262 59040
17462 17016 146705
15282 4468 131053
4457 1691 83892
18489 6212 199999
949 12336 167717
16899 12366 13205
15016 8363 150410
15327 6095 37519
2957 12411 198766
1804 7795 21403
7398 11654 59116
9049 11054 165951
4086 15900 156534
13804 16446 56943
2359 5038 115731
4452 14670 149036
14267 856 39258
18486 1777 17781
19531 19352 24821
2991 16228 76602
20012 9287 191821
7215 6988 189319
1403 14650 143637
982 15641 95069
2974 13319 59941
16508 15626 694
8609 3622 130704
9320 20054 192631
11827 1070 77250
20121 20406 88749
1246 14256 152064
2727 8592 55094
16263 7295 169051
91 7390 7671
16621 10556 134762
3304 10617 74961
20597 9342 126552
877 4707 95407
9523 4165 140726
6583 5804 122821
17847 14782 175044
14959 11995 36452
16341 6339 177995
7795 8460 114579
8541 1972 93508
7444 16869 165650
2881 15419 43773
18837 2114 23520
6845 4188 99300
16592 16698 48098
9394 1682 156590
9253 4841 130805
8061 13394 101693
10048 1098 66423
6607 5084 144515
17295 12760 159012
4153 12562 15856
14157 10159 168111
4264 3450 17287
17139 18332 31037
13960 1740 28507
7644 17120 105878
7091 10222 7838
19334 14044 57213
8585 15143 144409
19500 11833 39003
7877 8358 196958
17103 5983 61930
8144 17471 29764
2372 7915 105574
14744 19912 170839
4890 12173 31384
4359 7050 24684
13258 16668 102992
10661 2473 121181
13263 533 41060
17113 10897 141996
12336 7136 143211
10582 3205 22717
11017 17722 63472
9980 17297 122852
5439 19651 74496
6155 9188 57968
12369 18641 81544
11527 12267 42501
12028 14430 176060
8806 12707 69203
16478 19094 10741
10223 6623 53516
19969 19492 29520
17973 4353 64023
13181 20073 114321
17267 6622 24732
14486 8635 93875
15190 1405 46735
9108 2719 16816
18513 9696 65993
316 9603 63366
10177 16019 92322
18768 7572 11873
1398 12749 152173
17186 3628 155001
17608 17849 71506
5654 16288 67783
13798 9742 36011
9899 2229 53982
13530 15503 24584
17696 10224 144852
4452 17320 35297
14388 4294 61983
17774 15720 155194
6452 11987 187553
7158 19720 1318
13549 140 158196
2622 16084 24002
11144 14984 68295
16896 16519 66948
534 105 84651
9186 16742 22436
12695 14707 171755
8444 7233 118945
16227 19323 154956
7588 11211 18119
3258 7710 121415
928 605 185593
20370 1181 6559
14814 10367 12851
8860 5928 111734
8671 12723 117205
8809 8978 38165
18166 2675 121531
12812 9984 74163
3275 19804 74910
7315 1168 74738
9340 13794 130570
889 19152 118635
9860 15387 145779
3021 583 136979
18419 18802 7589
1573 11860 161349
10217 16546 47286
19489 19254 14580
3040 6441 5714
17837 3175 24077
17159 14830 140718
11381 2730 21588
18109 9842 68674
19357 18545 140216
9270 17637 169920
19466 14324 25422
13713 14475 23277
14990 9852 21655
16010 8413 148385
9385 3603 135485
16484 997 118371
8764 5952 140319
20132 14179 7326
4865 1387 133611
14587 14957 168327
16448 10679 86579
19546 3711 178228
1115 10743 74271
11215 14478 138834
5248 16804 151494
7831 16818 36204
220 7788 48870
8855 10086 10352
2758 16464 168995
16769 4879 103993
736 13169 179827
10712 16115 177632
11638 15476 109848
3898 10969 126390
2609 16526 87338
20164 930 143238
14979 11271 37366
20329 11090 94829
16383 3596 119421
13098 19463 172885
7023 3627 106306
1653 4324 177148
15737 5153 110452
9240 17908 186647
8421 2414 186326
1245 5752 122027
14132 555 65870
5337 1694 4341
7955 857 95757
6569 3767 12384
13393 11906 77218
1534 3571 91947
5786 16321 9866
7471 2170 89768
814 9559 196199
5990 15739 135236
10923 9140 23669
15073 3153 140056
5653 12542 29957
2278 8738 188083
516 14021 99317
4046 20100 127206
16731 10088 647
1430 13998 71698
14077 5923 43251
20020 20681 118936
4348 14654 120034
13692 4276 171063
10557 6532 48047
8710 11345 152637
18399 9316 23061
17375 10868 123280
5963 17931 102729
17465 17727 30578
17744 16854 161679
5029 1721 12884
7571 5599 197218
10821 13356 107778
17488 7754 122907
8735 7086 146032
16354 6918 92322
489 7622 23573
1908 14175 87845
11011 1176 16974
14036 1481 159612
18529 7320 86717
15144 15915 87060
20265 4835 155078
9339 4558 76112
14948 17418 113847
12246 6630 40649
9044 7051 137555
11806 16068 174997
9897 12716 29924
907 18986 91552
14434 18594 87870
1054 448 5814
8066 1288 41154
3420 31 176538
9303 13838 167032
11813 14605 11322
15838 4034 39999
6615 15674 48035
6407 20426 80819
18853 9082 35700
681 7136 184783
2486 1249 59230
8329 5397 196418
18183 12476 89250
6907 13825 172708
16003 17170 20566
11792 6121 38223
5623 18472 142263
19899 9952 24884
12083 3282 36292
9398 492 33943
9699 9028 157215
12570 18561 15703
12431 13734 135168
6942 9080 63351
17493 8327 87363
17390 2770 39063
1331 1286 95209
19620 4036 119138
5792 14922 178765
7269 13731 25445
20347 10432 55224
5712 8434 190364
9214 4696 140656
8267 1762 180117
19056 14152 51832
17666 10813 71281
17894 19571 45271
11123 12742 109464
12814 11622 187847
14832 6207 34963
5304 19872 22972
9940 3631 173496
11223 14418 143122
1763 19321 133726
8622 706 17336
2935 20358 172461
2373 13885 91675
3529 8471 166496
11939 7652 125491
2666 17569 166598
2781 12976 66977
10774 10045 7142
13247 20510 10152
15698 14060 58842
19771 19060 159634
6676 9969 157863
11907 9375 198264
9110 5430 136851
13376 6706 17975
11730 8529 176892
17841 16551 162519
9083 16974 120787
6841 14228 44509
532 5728 132396
9415 3093 130477
15466 4618 24112
320 2938 46000
17437 845 153351
3352 6355 132732
4436 20474 121539
11691 11735 145917
15349 18439 56620
14468 17292 140332
1022 1324 120051
6527 11979 157565
3572 8191 191657
11948 12011 187586
16206 12000 178824
14918 9779 173871
510 13123 54052
10913 1612 137974
19588 7739 68084
5726 13494 149081
20028 3740 193877
6338 14772 91385
1555 8884 89437
4535 5088 88176
12532 10047 143129
9538 8268 115915
15627 4956 127630
1048 14498 111043
11650 13499 93192
6509 19567 58748
18251 11334 91796
18077 12240 182693
3213 10058 66038
15958 13126 181343
16848 16340 71686
288 3614 109203
15248 10744 184467
1386 4700 118874
6890 6037 175075
5746 10955 43168
5193 18219 16401
5574 6390 93880
2832 15697 33474
8250 786 156215
20496 19544 95119
8664 9154 192659
2167 13935 32839
13668 7823 135351
7246 3977 158521
20707 12415 64015
10460 4155 142492
14536 2653 56145
14200 3052 155169
12331 13071 35192
11609 3769 32805
4709 10417 50039
17266 10731 157571
3434 4508 65838
1546 20615 195219
15220 6146 165138
19541 8667 132685
5077 2292 184006
10073 14069 188487
13001 13296 15455
2477 8829 117953
16748 3011 140476
18322 6649 171300
18797 19692 147007
18307 11961 104463
13762 810 18501
13973 14220 46324
7770 16356 31040
6780 15647 135519
708 6490 118429
7943 18342 146763
2157 17001 172009
2975 15999 119868
6454 8515 17904
14698 15404 85855
2066 19697 38682
18465 8027 64281
6788 3227 4665
5073 14158 100725
6621 16822 107344
5042 2201 55407
15972 18052 2654
17960 11713 124087
7317 4640 61488
414 1580 81875
6513 17583 21046
12130 5866 37625
17220 15572 71810
2177 3327 158359
3823 8839 159780
1766 19431 137309
1232 8722 176828
15660 11520 85228
15456 10280 67112
10097 4754 82851
13669 4202 92223
10939 11881 160121
15724 6301 196785
3996 8912 159190
13026 5629 116372
7083 11799 166846
5901 1630 97806
1557 5777 147252
20314 2224 73866
6482 12235 99352
16518 17780 131406
15137 13464 100374
16045 1302 58641
6526 5543 27997
2516 7081 9619
4884 190 16736
2507 621 35595
8690 10501 105028
10165 12139 5535
17917 13350 69446
10744 18262 17867
8356 14917 110092
886 9847 108467
17918 4073 149228
6539 4114 175283
10151 10663 175359
19561 10788 142199
11453 13552 43987
978 14474 145028
11452 7753 18331
3090 16024 75486
9956 6210 144569
19063 6533 23656
184 5079 78752
11429 11208 167029
1658 11651 155457
11588 8611 42486
16439 13494 153390
19710 1046 1796
5304 9865 2299
11825 13384 36914
5779 11186 149842
19883 19781 58513
970 18088 175441
14805 11164 105308
5623 415 109698
19879 17996 37141
7032 18918 91512
12155 11175 34504
13162 15280 2047
3366 4055 59210
14040 12343 66872
8779 7501 59541
11122 6092 30028
19225 17132 54303
3105 6324 108254
1592 17385 71737
5555 7004 105661
15072 24 18410
5678 19598 193367
8847 8465 30914
4584 19522 167697
18933 3761 91360
12769 17379 47640
2628 17085 114576
48 2770 43087
10045 2882 194193
158 4705 169584
10594 20481 53753
6711 12591 33637
5086 12604 48444
18591 6699 71659
7654 17310 168430
3750 4530 139882
7941 434 58303
6462 757 111955
7665 18803 171590
1010 20272 127888
1301 3727 53495
20396 8920 27197
17288 18996 66146
3380 8082 175135
15186 11218 4170
13015 5602 168733
3443 8275 126031
10872 16765 34237
18649 4149 86858
14873 9551 7449
5756 3537 80157
16843 17362 106148
12391 16652 31685
16868 7149 20916
17363 20131 171734
5648 13730 49494
11427 19717 144924
6111 8367 70114
4267 10916 50508
17386 13197 144935
5261 16722 80873
16321 17924 145127
2731 8020 48518
11950 189 107542
1424 15849 176623
20346 11666 141517
1497 552 3904
17764 15898 44324
14712 13754 183232
8266 20186 9649
16160 17160 82073
4468 14861 104748
4215 2723 73367
8857 18139 71424
11621 15024 38559
4477 15850 144721
6955 12586 172764
9222 6293 177437
879 12560 197187
20620 5161 190511
13332 1518 44211
10503 14129 42166
13942 9727 31180
17748 8827 143928
13906 3262 176944
15760 19696 133029
390 20325 138462
15181 7512 11763
17192 9841 156085
3868 6596 140412
13994 5327 95479
14853 18868 73700
15559 16962 151029
2938 7888 158414
17656 11616 178933
7908 838 175911
16183 17440 88953
16447 4596 92631
2741 4361 114015
10275 9920 84536
910 11467 172397
8517 5502 96365
13985 11103 111223
4332 5359 80344
3524 12986 199247
5967 18476 82760
4853 11367 140989
8919 1467 99499
10897 2823 186177
6808 5670 80023
7523 18076 197055
11545 12537 97943
3500 15079 125370
9479 3298 126492
3458 11865 66991
19715 4154 43154
16399 12017 178915
36 14722 106262
1201 870 44540
5911 14162 8588
6758 6927 61599
14459 19289 67908
16900 16823 47338
2894 16670 173974
2959 17649 19234
3471 11077 165073
1295 8395 62806
18667 345 112265
2459 5682 25528
16421 399 113225
17536 9324 159673
12528 7708 703
20165 8714 29714
11881 8532 70707
18763 10961 139288
3632 1140 83760
18454 805 76190
18791 12321 76666
3172 7025 143409
5714 7340 23224
11171 18651 154214
8410 19908 15713
16060 6262 108505
6492 10251 48175
11389 13829 7022
12200 8502 157426
6367 11132 119377
19016 18566 144958
886 17189 74005
3269 4129 100770
13179 9761 138880
18701 11046 50249
7205 14669 110895
5035 7191 166991
13039 15014 141295
6099 14071 115210
17562 19393 169264
2374 15725 148494
16021 2285 56953
7813 225 110023
15142 6127 47305
11403 10254 61628
15647 9047 153741
19628 5891 166851
11028 18619 149267
16547 784 5062
2266 8187 155792
9017 3991 61517
13445 11525 50716
15672 19592 6794
1778 3715 185844
11394 20576 171109
5980 10645 19653
1157 16455 161878
20638 6752 56874
12194 5805 20614
15477 17645 55327
12607 8182 167371
17485 430 175515
8211 16830 114503
5444 16329 106225
6076 10774 188784
17395 8118 49013
2026 15169 176003
9376 20182 194280
3503 8239 71390
10511 13586 70208
11655 2223 157428
1087 4999 170422
7407 8747 106562
15602 8033 76992
15346 6986 1764
16327 2872 187330
16775 2428 131697
3824 3077 139495
14941 7942 73200
2073 3301 183161
5021 12926 186280
20650 6767 171018
8286 8676 28983
3919 12676 103758
19993 3397 56966
13907 14646 188523
3591 15560 5535
10491 8355 134638
17819 8714 114609
11047 11235 169490
15550 19410 88714
14187 1064 139966
7563 8262 91693
12094 20292 165352
704 12683 57672
19631 12871 18178
1537 3056 152773
8591 16019 159496
10008 6074 187340
4239 10161 136847
16571 13437 72672
11068 15126 146350
17411 9153 69677
959 2402 59235
20151 16628 123437
17423 20424 34243
20525 20375 194765
17461 12886 42714
15949 14028 174397
16914 10292 155185
17326 9297 63128
18669 11333 99308
12099 3435 173738
8872 4752 124648
16576 1475 32819
19649 11220 156216
20475 14168 60087
19789 3891 49069
4397 7951 121228
7167 10257 104007
15327 19187 171211
15195 13127 107916
9003 10886 163585
14952 14287 178705
18227 20434 92579
16021 20026 36503
19001 10449 61731
3213 4623 61450
17112 1007 33219
13433 6012 12920
17047 2787 103884
3938 13700 187353
1859 10390 43239
10099 18297 137484
17480 875 74547
283 2391 110097
1169 2783 91411
13009 12518 34958
16226 10536 48376
184 907 49693
3292 17109 26075
15231 8790 194618
10582 10547 46873
894 20594 148969
15692 8869 64623
3694 2876 22132
18707 15566 94080
6611 1141 58923
5053 8060 142444
12502 3209 13976
12033 2148 138336
12892 2434 145722
12203 9763 127807
16420 9869 188470
15262 19279 157124
15952 1656 78551
5700 3953 77951
15707 19343 189302
17518 17956 27689
8683 18949 170546
19034 19443 113628
9097 18567 127279
6436 3790 21993
18158 1229 27367
2973 3413 159868
11420 3324 196993
7558 4119 2211
15384 2086 12900
2438 6225 17580
4484 8182 145019
8453 3455 11206
3439 18434 44342
9315 12486 122592
13186 1251 189461
13957 12692 99127
10903 10449 92891
5849 7104 65359
714 12035 44654
8124 11711 54852
6928 10871 186053
8198 15462 4387
18369 5267 81852
19111 10498 43756
15182 14416 53775
5268 7016 166534
16795 6980 188252
2384 6406 100822
12106 3274 78806
7177 9202 74239
16362 19683 179166
8793 13217 199385
13692 8132 104380
19390 5934 126487
10053 13069 10715
5040 12511 116071
13726 4781 26109
2048 20571 24062
5247 12831 180685
17729 16438 5293
17989 12064 132277
481 4585 155819
9578 15954 171975
11926 12396 63649
13514 3194 147459
10067 17863 145360
2669 4319 28102
13196 2458 170036
3057 4627 51714
9037 9078 6483
7115 19716 181154
14121 11019 30627
2265 4081 53323
16691 9248 33419
9357 15844 82231
4265 932 318
15530 15217 147815
16592 9328 2837
8253 14347 189100
8882 15276 79325
18767 14422 123849
13955 922 64452
4336 10961 61775
19806 12341 13937
6174 20690 166700
5301 10484 1849
13029 13015 176705
12087 8476 151160
14109 874 150108
19756 11853 175942
6722 11508 193719
19490 20427 135178
10857 13407 153711
17149 19744 160793
3204 11723 112386
4217 16902 197863
1886 8733 14593
447 936 101021
18234 13487 76919
11839 14266 142130
4243 14189 74682
10281 9379 184849
15778 11383 78273
2257 6919 165462
9333 14610 109652
9396 6935 14148
8891 6598 52907
17804 17254 22873
6833 17419 178523
12609 11401 49023
238 7446 173602
1340 19917 178824
18237 4429 12335
5875 11251 118303
849 12112 103396
3840 18052 41434
4395 9121 196885
7592 17888 115273
1870 9545 156975
5500 16528 143950
12081 12765 9663
11956 3660 162267
11383 1520 188571
1584 6766 196763
10365 19629 115661
17299 8478 8635
20629 1865 151047
14514 6812 87563
17993 5850 140415
15752 19898 48381
15248 12045 183701
15416 1710 150636
4409 20123 174485
4510 7304 59006
19222 18098 54442
16338 6250 11486
5987 8894 111157
5274 16036 93086
12046 7631 29812
18271 8096 191849
13614 6810 9371
9579 7872 165544
8201 16767 177703
13153 19445 35168
10181 5329 181364
12780 8885 48018
6953 18012 75892
12054 11444 185779
3747 20196 36466
