54415 137409
34793 5230 179014
25532 7378 86638
34112 53263 5171
16208 52749 193107
31190 19239 148321
6657 41298 175373
24501 29990 122336
11389 25587 15175
50812 52592 170421
21516 33540 118704
12304 18192 123369
25363 19641 44517
15749 37692 23601
46645 8269 90022
52805 21851 35561
46602 1568 184938
11583 3173 41686
25821 46302 77756
21061 28476 177873
19442 46634 162087
50620 3988 155529
36671 49875 86310
31238 19020 15785
13504 12254 163039
47996 45395 149984
31456 13445 3177
48212 43250 140226
37530 36875 169452
7255 48174 134497
50120 52688 130594
6608 2954 146928
37628 30174 8354
3982 27325 154574
34464 16163 102650
41183 38014 50320
8519 32312 8673
577 48426 4309
28657 28668 149053
17249 5613 68063
6440 10523 63694
40030 40877 104302
45525 15276 93490
37008 44097 65545
47792 27377 69453
32314 6066 13733
3730 17000 164437
12196 44648 51616
20462 51220 116900
16889 52535 140274
53830 43869 64894
36655 30639 8818
10139 42290 140454
27499 3530 37353
22774 32801 30640
29711 40602 75296
12277 13334 92370
52387 39268 68638
11240 25633 170839
2105 4228 105729
39001 34395 41401
18016 25386 78699
33080 40472 113446
10024 41015 135417
51401 31905 194909
38544 23047 67279
17009 41438 141263
7314 16034 168135
35553 43534 11750
52874 42183 195484
21685 10678 176941
40246 3141 161028
19932 52586 160754
50039 2558 61
18512 3390 15002
50273 28693 92424
10771 40974 146968
28672 42030 174833
8925 1972 80958
42504 16783 178343
2853 6612 50852
22557 37706 36642
6698 3718 40580
4609 11219 136794
540 21376 28023
48712 42252 23077
35818 29424 139698
19850 29681 119244
48413 32982 93874
7214 51406 57010
21928 26297 183059
21301 12169 116504
11272 9278 63128
8862 7486 22989
46972 44855 8611
37949 53634 122808
42195 20855 166084
46856 18866 122385
43331 273 190405
15465 21847 47831
47499 43294 76031
39330 38867 124152
18325 26897 52819
19048 47134 87574
5283 18772 106883
22789 7538 160358
51966 1060 71292
26737 10388 196907
45228 27792 30511
15709 44638 170215
12253 20728 102945
17610 50724 168321
9483 4708 146504
51856 32025 161604
25599 27402 140925
14499 39931 14543
38620 7965 41110
49079 39896 12782
20442 48189 107973
4414 26210 106613
27477 1678 65840
20580 22118 111038
44439 20166 162873
25651 30115 198545
774 285 12905
10552 27071 54209
51776 6976 1969
33266 6509 108593
8254 11438 7478
20466 1103 44051
7720 25384 33842
7607 5335 188254
9153 9356 197316
51054 14748 92849
45022 26806 142854
21682 19660 76469
734 39345 40563
8577 51183 147064
35286 23102 4938
11098 30415 8970
15163 42455 25438
24616 20080 85273
37585 19533 80259
19527 31040 16088
13575 13916 71557
35770 7390 183677
47748 38729 92381
37617 2545 51658
31854 3726 174224
46318 24849 111925
8951 33890 170582
47604 19259 64041
21529 26698 78372
52177 21734 154532
47733 48116 190798
32282 497 78281
3303 39313 219
24165 6427 65396
10914 25261 95380
32358 16698 191890
6741 28086 51791
50550 15641 116440
39310 19251 63096
31425 23354 76164
27838 16182 135801
23188 36805 166430
25888 49010 176693
17245 10930 132044
42683 637 92868
11597 39145 8092
9481 18444 64846
6710 8445 6038
8796 27649 44987
49457 37055 143009
33121 36928 44730
53973 16254 9523
18716 16684 51323
42894 27724 67263
6154 47663 112770
45257 13366 150699
6945 39686 108273
43530 45381 111098
3358 26695 148110
27555 37162 16086
51943 27821 32898
2334 2201 59261
19197 38733 139927
38208 10249 188200
35863 1219 107167
44644 16311 99822
48766 49835 169913
39926 53278 168839
44821 46146 116422
46281 42754 183272
53856 33145 77297
36186 26871 5904
43493 25556 171687
18653 51872 44891
3087 24438 159398
51758 23632 81536
18432 35613 42119
14283 25960 46324
22431 30049 172663
21294 39824 79443
17620 15867 55503
4659 43508 181514
34460 51701 21236
334 10581 23394
31413 37638 19066
29392 36775 102483
1407 21404 182944
12842 28429 128810
43437 5558 11652
24169 28058 148499
47471 53203 73225
13826 54070 100226
31169 28472 155881
49027 8401 71041
6448 42325 84277
3284 54352 87774
28178 12543 190439
40854 22766 178233
27775 6764 45996
50510 32370 179972
27264 7957 125906
20512 52511 134680
23671 7325 18517
31230 39188 183558
42921 30376 9249
29830 19675 65012
10306 33655 43886
15204 47750 63493
342 21157 187954
52314 12811 199257
10990 35162 110718
46922 7042 19575
21948 43152 189062
32925 44241 108404
40747 27856 46594
21826 44371 68652
50133 23314 120601
48666 35256 195939
12437 51937 152723
48429 49011 61863
37167 42148 41758
33121 30241 74692
2267 3366 91673
21145 36045 35757
30315 53053 128833
11069 37774 110655
17067 46677 149196
16290 48441 199866
32931 43797 117067
32327 53786 139710
36325 42952 164423
16560 13286 22438
20572 8818 179620
24434 6068 107087
31923 1560 191133
42686 43855 172024
35190 3131 3033
15352 7691 114050
833 21 69610
42284 51690 134120
37788 18719 135207
44793 3156 24800
32750 37322 28658
47650 16039 92432
15371 3248 12724
24040 27842 64200
6814 45063 162424
3594 26520 32358
32793 5483 109299
18513 3845 179937
31294 43768 34056
10100 12122 162084
29329 26228 65033
31958 6761 178201
27794 15697 49655
20647 40151 173966
35431 11034 34367
20290 23675 196612
40264 37999 2064
36870 7899 134495
8394 50823 141592
33833 7247 199516
36038 24607 59960
19300 17933 137868
4781 27323 2751
10178 10990 66288
8589 27953 66555
10065 28773 23805
44091 17524 17828
26091 12402 187113
21695 23003 48031
20232 514 24741
25478 1426 196619
28823 5850 55821
697 23523 68642
6047 17760 155623
37020 26435 106104
22121 16665 115874
5785 15532 126954
29650 18220 186333
15837 53128 151819
4265 24528 81791
32145 2037 33775
18065 51902 140984
723 23710 143518
46507 12518 16483
4483 31923 113805
26462 40870 30517
18266 17191 140959
37460 53360 51280
46598 18115 158392
52495 4934 102628
22676 50634 92286
38837 38789 128991
51056 1208 105578
34493 13394 178477
9923 40180 158744
33087 36578 75100
6876 3369 161335
2725 42573 193856
16191 53298 44550
13015 41521 123091
44232 21738 118993
4962 23066 186347
26940 32954 70247
52860 26000 15150
9892 10995 91232
43412 24779 116794
11301 291 120329
4977 34174 198890
16091 14518 180458
49141 11526 76648
10170 50765 54787
7554 22888 84662
5629 34089 120409
5185 32405 68543
11201 28478 138234
27696 32037 139183
44976 42809 132707
2188 10205 13589
25478 38590 40014
19054 50246 97129
20432 30239 26651
3712 27674 90222
25990 47196 122378
39250 18710 120369
31844 14647 146920
19480 36908 73457
18641 25617 147559
37729 29611 190569
17105 1740 46401
4387 43176 168794
32911 27521 20889
31493 16527 62947
3082 44120 188843
49694 8864 186321
23922 39230 104941
43324 23422 90937
29978 5617 19371
52388 36031 76884
37171 9883 102515
24351 18525 160789
34886 33048 140774
37400 22998 189294
11811 33514 189796
13948 38809 167273
22019 42040 126260
36401 20940 16580
10600 50361 115094
21653 41337 137687
53773 48750 19077
30900 48883 190043
7148 22714 52129
39273 30664 60369
43638 39433 140623
3751 46570 87168
40226 25238 88506
30649 6902 70249
26091 47461 189296
39226 12450 192117
42416 8908 73301
44418 51682 195024
2097 31680 51104
5021 10389 191846
5574 40231 189918
29198 49309 184950
32310 37999 10640
16099 38073 32912
1927 18896 179118
9969 45043 128448
42689 34440 190997
8001 43803 17660
27735 31798 143839
29770 36073 680
13189 14516 121039
32559 11761 134529
50529 29698 53825
13515 44608 171889
7102 12348 51503
47166 53879 117424
5835 31288 159704
697 4671 16982
20981 37262 26430
22095 22511 178014
38844 10725 69663
27891 14663 19333
6367 19765 110421
5388 42552 152988
14333 18319 48288
20122 17926 70844
53450 22128 120125
34477 3239 145635
29670 33983 56234
46920 26071 63988
11663 4965 143903
53590 1035 196843
50382 39439 64714
12548 5818 150665
36209 33397 92067
38334 10270 79207
1195 7724 171676
25820 25087 18422
45665 18015 50257
8583 17456 103435
41254 40305 112693
45610 1105 79358
11622 22845 37101
34296 42259 133104
5241 46308 106999
7784 21144 146768
48187 16584 17758
11980 10969 108377
42049 28240 112755
35991 4896 39425
44674 50300 79841
37641 19158 183873
47343 32756 198385
34265 35036 181905
26541 6916 62720
32236 24549 15446
9363 14471 177107
19702 43888 6238
13573 49833 34489
31759 8499 60480
11193 54062 193598
7527 27597 83773
41611 22856 117311
40651 16867 130908
30844 49679 62349
21170 15852 127321
31195 52336 116699
32060 12371 185020
44913 24244 143027
2584 43410 61067
28914 45988 36654
24685 5723 4433
12239 26568 183985
34335 43471 180325
22941 13765 27710
18091 44456 9222
13556 33056 95354
45869 3852 140164
41934 45903 161605
32906 14648 175904
31040 33045 82619
27899 43396 196032
44319 21901 19366
2057 29371 1807
35132 29420 177892
2785 38770 178670
37062 42657 1800
41966 37164 956
39767 45807 196328
8075 24844 131472
17285 39808 71907
43509 906 189952
36082 17559 134485
53058 32283 119532
50581 34839 71676
21700 42857 68863
3982 31071 55671
7010 15753 131634
3996 13551 55548
49751 22298 106008
22340 35574 166669
47543 22184 168988
28462 42883 15546
14459 10241 12027
16416 31491 144773
39121 3245 186457
13477 4492 43360
28133 34945 91383
5021 6343 166948
46493 50934 22457
2121 45423 63814
49957 3479 25267
12444 32940 20365
9719 33901 42931
46602 43338 44937
24186 33571 116339
5705 41701 106728
44137 8970 2493
26017 41805 88016
43081 32250 92687
34803 50231 92286
51236 46472 165537
51274 4718 50110
49264 25944 160840
44063 30986 121888
24138 26381 32277
50951 6076 188038
23994 29875 154720
35962 39670 139183
29466 28582 122464
13388 54028 144635
45541 3852 189110
3614 36887 118299
52185 53527 99749
49164 23226 186398
42376 12783 53584
22801 22084 17121
38400 25225 26616
24990 34573 159197
33170 25956 141580
40589 17745 46010
37818 22861 25446
47333 2359 186754
7087 28380 29447
47818 7824 21485
12187 23331 178067
36599 943 155061
43146 35993 57770
11850 13269 196918
7308 29412 197768
16611 4913 154176
3579 20660 163954
46486 11152 186701
11332 46051 9408
15271 1812 115025
35565 36949 70610
41440 50681 191141
45077 5303 148814
5349 25260 165583
6467 9145 102969
50640 3278 36624
42812 39507 143781
4316 27584 110190
30453 50360 6635
8408 20284 17009
37462 41702 130896
14117 29362 10313
21110 53426 119331
30423 53502 136956
15118 18521 48235
53347 7797 146534
54056 6661 48949
44024 36860 66068
25304 15245 51355
915 14060 18557
9450 9418 162599
43356 46228 33080
6355 30399 102445
34269 6776 88211
4883 35959 20431
42431 3476 92685
46273 1809 39984
9892 29455 137581
4373 25501 21640
43888 6183 172371
24151 50505 64443
26846 14351 191546
53969 46194 77311
2142 11508 82399
39171 43848 62470
51431 47610 3997
50393 1049 27007
16518 24159 70992
7004 18498 146483
30538 53010 21225
12378 864 88461
53161 51851 18334
23338 23208 182784
36899 11114 194758
11873 44544 189634
50240 44837 186281
38269 14558 175548
19397 52980 171824
37269 10822 29092
19283 20253 161288
40660 2909 146034
1212 15346 35283
2415 10723 167973
8472 34777 28688
37194 29509 29298
31761 6935 134128
26261 17707 48833
35023 25824 10512
38602 13288 161040
46461 22295 71499
4150 19214 107667
7947 31267 182167
21263 29373 100828
20210 34877 95547
1300 3804 169672
47477 47399 139498
22631 36016 145259
7440 19690 18114
46944 7129 186547
53372 37276 100219
5682 33623 166452
8353 19955 68651
26553 33781 146235
51923 12317 85252
11967 49523 60097
14172 34232 139645
25813 50296 10914
53991 27174 51019
50369 2031 190151
27949 49691 55096
52434 29417 7972
44268 3144 108694
3547 52251 165897
4352 41133 168358
3764 10599 19212
8937 1569 80910
21509 6258 82459
50578 8916 182897
36975 52380 35567
39545 5040 92683
49004 26869 165866
11650 10141 152019
52830 8414 140705
39191 36833 35523
47197 52186 179128
44730 3994 113309
30200 24939 109833
33371 20662 143012
31097 2317 55482
14020 49222 71907
10809 31560 155192
6234 12928 75292
1097 26204 109029
15215 14857 34147
37270 35091 75802
19058 27265 47315
46522 49777 11881
35290 39988 138492
17436 5661 104568
36082 24956 142070
32052 49470 120090
4723 13653 65446
21341 33650 101920
51741 45292 14727
35751 30807 135391
52013 24772 136976
6987 1442 135859
11185 33340 51787
11947 5562 7813
16300 43951 30330
16675 49706 23135
29603 38742 67294
29911 17379 2511
15213 26318 60485
2787 18859 163440
2429 32310 15087
47941 15622 120559
2216 40505 167841
45068 12460 176538
28425 53933 137442
18469 34883 21137
28203 8708 155868
40017 29873 89552
3910 30610 14740
35518 2766 191003
1021 8983 96643
20831 23298 25363
192 32126 2225
50132 2687 136911
11707 30605 116928
20505 34257 187736
45993 34359 42826
19240 27599 189002
19033 18567 85295
36470 4044 145404
7065 34930 163781
17324 53150 59859
54413 18814 107114
29414 3938 187096
23526 48704 31459
52196 16697 187085
22799 47511 146390
53975 42594 88057
48564 6215 117723
10640 1082 57287
25828 37369 142218
31574 46630 24244
21946 33602 78083
16649 22032 192470
53408 12543 145505
21320 30422 185920
18194 43765 123419
47539 31029 120223
27283 19135 102274
54030 11560 25360
43129 14767 45829
31920 41704 188897
891 46633 6896
6527 13956 158382
31790 25870 35429
12398 12218 121719
42790 533 63220
35771 37949 25009
37886 34015 158717
30975 5526 44940
33061 5889 136221
28938 18591 162442
34859 8215 49086
26341 33109 51142
8031 20360 101652
45326 49347 10080
41527 33666 89981
11575 33100 106506
42760 30966 144684
12803 10670 66223
53421 49998 194950
32603 29572 128358
39348 6699 106999
47487 21167 92611
34829 555 68508
53758 37265 136620
51175 18136 133394
20148 25501 148620
35312 14739 149373
12656 46493 18217
40431 19927 188308
5276 20250 112280
21361 6652 52225
25680 54222 107188
20538 12561 176730
44173 51245 78415
41547 24650 40925
8385 34696 173878
18463 3107 187590
37468 15300 85334
13887 28875 167425
7393 13557 33320
35076 27688 80552
7670 1068 59159
9916 45961 56523
32537 10287 173833
26288 34197 175770
22655 1954 14069
1222 8782 145256
12789 39001 29746
602 14585 48796
41140 46044 32736
45969 21762 152793
51751 21791 154499
23668 3567 27409
39023 16157 73874
46891 31858 144843
39718 37493 20094
27884 8932 106912
26226 34441 152290
7229 37734 15872
30900 10227 61015
43014 48696 159934
38167 24389 12164
29011 1012 94672
34945 13535 48708
44507 44342 101466
28990 9949 49514
33023 2525 112362
9098 4287 172929
47379 25741 102811
20903 35037 88396
31780 43184 152543
29484 8634 949
49789 17027 182179
47792 19884 167972
12999 47529 26564
29401 53851 80386
14944 22323 147644
1547 20471 162383
33115 33151 66836
44197 36558 193956
36597 34479 153568
37391 29915 72876
3225 17532 195235
4229 48926 44745
47073 8263 163308
18216 51151 59792
34635 14280 21168
34445 25854 134226
28581 22935 113521
15118 26402 98018
53824 16524 171519
21467 24636 109854
22169 49532 199091
34569 40084 42696
27722 34870 80025
42862 44970 125032
14211 10983 13580
10798 23396 44373
52913 44414 155108
1917 26207 82335
45106 4 5671
8297 43537 24651
12107 50459 193677
39399 47995 136180
50304 29851 187193
29491 22742 74668
22557 4174 194305
22153 49835 120922
10681 5624 15929
47671 51807 26683
12392 53438 54712
26383 26558 150834
18874 4115 76155
32310 28949 116690
41674 32164 127544
4871 44397 145416
40955 48400 195141
26299 45618 83310
40908 48662 68724
52400 7395 155910
31040 24399 62822
32284 36765 196176
53370 33487 145338
31419 31009 93493
14421 7925 53552
39291 10241 185592
24217 32062 25400
3623 48069 8400
964 41614 6730
43358 48989 148865
2688 23788 169545
50379 18796 180190
21547 50180 128373
47804 42089 98701
48395 44276 178019
19364 17907 76102
33173 30981 48903
21960 23173 199513
22453 35010 33598
39000 31970 151925
26692 45550 112867
41709 13265 73351
24279 30548 173488
13881 14375 39698
21671 10151 125776
45675 3717 106863
32346 11843 99004
13912 47014 123515
29745 24464 186901
31992 28811 171550
36462 9130 138901
3041 22424 195846
17932 46311 99646
47082 4156 58575
3817 51454 199614
38108 24042 43573
28262 2812 176550
18862 5070 79411
13406 22460 88181
1499 51895 19314
3589 800 161221
6673 42626 4708
25887 50825 128431
29219 43110 163233
16030 25263 130480
20097 20517 7479
14034 17921 156213
30330 5663 4444
18368 29439 179724
20553 15946 8461
42357 21624 87169
52195 14560 160832
17922 1386 175954
21995 12900 87138
36923 28526 95054
34037 27806 46909
25868 50896 141405
1801 29008 28229
21137 37185 196687
49507 11752 186711
25935 12041 136124
37187 40052 50507
12039 53332 64675
26322 36563 185023
28036 29019 120271
12880 29473 5000
53291 3116 89760
5675 53713 137310
50429 9940 41711
52086 46632 197501
43134 24204 110748
15799 23771 127850
24928 50230 35297
31392 39919 12965
13375 9744 49723
40883 42436 122895
479 48882 80656
32306 42798 84834
50436 10807 28531
28265 39643 18275
47882 17661 182184
46059 8401 45385
1769 12575 137349
53261 42320 91571
44705 51433 132032
4904 20828 66883
37195 3406 70896
53943 19072 29261
27991 12556 115035
31419 35996 154353
34616 12996 76430
29778 36263 139080
33502 20656 130184
37456 41017 182851
16154 19693 187287
13299 25965 4406
8664 53435 31492
1647 13025 147564
45019 52113 56453
14483 46849 80257
15399 41836 161782
17639 40544 174602
31881 28918 158168
18004 52356 69284
36465 20656 174852
26093 17526 294
14558 38010 65366
27869 8828 56019
7855 39713 143521
46466 32268 135737
35912 18770 157688
14642 53160 104920
46782 24571 12471
23006 466 196977
23176 22620 47735
6221 41081 111279
41174 17283 161137
10745 25933 191289
6340 16994 37886
42340 15313 18869
44731 12642 111096
21887 31417 133457
6976 53984 62554
54050 52085 73209
34718 34504 16564
19068 22978 195044
14234 9043 111888
27897 26259 31830
25408 43585 46021
16752 36306 137612
12899 25983 194281
16326 13552 33859
6537 38676 151879
43220 16901 103984
43586 34431 63316
51663 50460 153539
12410 35799 168162
25459 40994 131730
23210 40509 16607
39096 14668 31562
48504 39247 44451
45483 45012 139247
7968 50746 45672
32288 4778 81190
53994 25231 144994
45154 9494 138369
43589 52542 179595
51994 54117 150977
1296 52213 47378
32958 52494 4720
27933 25073 157037
44466 7482 164300
23592 42415 75423
7379 51103 73810
8444 49508 46794
30458 15171 183612
47204 465 85961
3768 22195 36832
14233 19795 164119
33625 9765 45709
7966 22714 33963
8457 34498 169029
15091 52842 96249
7096 52007 141050
14243 5675 145509
50406 14959 160128
35138 52215 51677
16247 52169 153092
842 18208 147608
36510 32458 63892
40500 47855 142228
23760 5782 118368
32908 22625 189575
23239 17496 173220
46255 29404 135051
1181 49531 191996
30556 30129 153539
10194 33146 181581
11361 10564 36766
6616 46954 156275
9769 39838 18819
34099 38129 86503
28512 3921 136244
31313 26386 119988
38840 41031 46242
10930 34644 71012
42975 21400 98152
20743 46049 16625
18945 8724 35985
42920 14668 187723
40273 29352 49502
3630 35000 72461
2366 3849 4190
38111 26561 64301
29396 8252 114219
12918 35012 94923
11331 41184 166742
26548 26263 163411
43832 9326 26960
11058 20860 126946
25880 51924 74143
3755 20690 67067
9753 33485 61890
39064 43654 176068
28566 40217 5388
16049 5616 111563
19061 33667 173341
15757 32925 173979
52121 36982 15276
34311 7508 130279
8810 23803 170883
16089 29916 110090
28956 44964 109958
26443 19004 8050
22836 42527 43996
17294 28698 148765
51196 22598 26816
21802 32863 17867
11455 18019 14076
25294 11637 24508
24839 45317 132420
9457 4578 83945
14259 5287 63292
42245 52525 37652
30616 50801 48747
45258 6104 171725
19477 5269 78460
39750 18763 50753
11502 15741 113920
52609 39570 12175
12824 33177 40094
20068 30211 51720
18156 42297 101809
27935 38773 48671
37231 46317 157806
40555 45282 123705
45841 50862 26438
20897 50769 193003
42175 720 14907
44951 12831 81552
19099 39538 69724
33318 39055 86053
16578 24755 149353
38559 18300 2339
26141 27254 66362
31853 45885 7429
10228 21524 102575
41619 46492 185465
42846 17654 147444
26110 41750 63433
42824 27846 182818
24184 51897 35491
53746 49696 123424
4985 43474 107349
21963 36140 184363
7988 834 169105
52211 41350 76839
17883 50887 7521
36688 4852 142827
18593 8418 166319
41485 25153 163977
41604 11091 108791
20112 17264 110097
42001 7102 193595
12831 4454 13711
8773 29514 24620
36772 33216 40917
45922 29496 88761
41504 51915 61951
3973 29074 168423
7405 1077 90365
415 30426 164786
9651 25753 20336
10435 22682 148806
14879 47282 198816
38914 22933 10174
1818 3981 26867
17105 10116 814
52016 16722 31591
7825 27655 126681
21836 30392 157263
32143 22438 161458
51729 11001 113149
29910 37994 85414
5436 20212 197126
40544 33173 116054
4103 27560 176919
30308 37267 100211
52998 24016 191768
6174 27071 163849
15065 14726 99033
28416 51226 47384
34033 6622 161887
10715 37523 127744
36114 27324 76021
38475 48362 68632
18619 41016 19780
43083 50080 66895
4401 48114 131131
10532 1401 23475
17044 36391 74194
48131 2678 120426
21663 32494 143412
35407 12926 101744
18007 17451 132289
23375 23181 57620
19777 24905 143970
11912 28272 44842
26393 52965 50347
33014 29122 114487
50363 21123 119681
12679 9250 86229
14482 29518 181787
28991 46366 103314
19371 50935 52597
47861 19659 171351
43781 32237 4766
35003 54381 41725
6818 20479 145314
10607 41315 33202
42497 1310 17344
23363 9648 64491
5693 40986 59709
7814 22493 182737
23859 36805 137895
40559 44766 156566
1282 37075 40499
30564 13101 4117
51054 944 106606
12935 3046 174497
29964 20504 26761
22492 45583 141854
5695 24922 153184
36914 18509 58984
15349 42967 40635
53190 15397 66208
3798 16961 165842
14918 860 113241
45628 6537 126792
46972 44599 100361
20896 54403 124825
51722 174 30449
37078 642 185325
11378 47796 20488
4340 5444 112663
38927 54369 12432
14278 46348 96494
31296 27071 41463
18581 45393 57792
23838 28554 78641
25927 7020 19079
43726 26610 108535
17083 20863 184834
34351 35617 101815
46169 3789 125968
49834 53594 54972
20141 29588 95871
16143 45375 77924
19362 7967 117782
50302 47255 13730
42800 45854 164262
41288 32962 75472
21837 25944 125413
16353 42037 162431
796 5233 109393
12511 25223 28697
6106 46801 154644
50415 18444 145221
16189 47152 75163
12182 12151 189410
38735 51367 78983
29434 7262 167733
44903 26064 12630
7553 13615 65561
21770 6500 19910
22563 24690 188974
17829 50005 196838
14478 23284 179271
50673 5153 164984
5282 13338 46912
46792 25570 109001
15552 11679 146962
54217 2391 107306
42697 20733 73752
32154 5140 89488
3142 48768 92485
19809 8982 137724
38319 17369 59076
4155 46480 150782
38112 28039 143656
48109 13525 132322
33496 10455 132922
4286 13715 55528
28439 2761 103736
33985 25916 938
6856 48320 97800
50675 16870 62400
13973 2377 128044
16438 10053 173006
12417 36673 59571
37855 26184 185299
23172 46630 100556
37635 6044 54366
21887 40435 186478
27498 53220 25458
32905 36238 170868
288 10594 76852
9192 30076 91605
20735 5540 72249
7222 40760 187578
22264 21025 152740
37715 7597 142874
40271 21994 128483
20535 22562 139561
49798 38553 147727
40361 225 192156
2756 40732 167419
32872 2554 134598
23879 45267 79270
33519 14970 32284
3494 42567 48374
20631 34037 20849
21133 13397 24942
2010 4032 144082
46709 49337 124706
31491 10083 110217
44832 53261 177115
38414 34454 104689
40997 52005 102632
25418 24594 32896
29302 33064 191321
51715 20643 149845
21222 25036 82551
47236 52164 143136
30261 44274 81040
25429 3599 158131
22548 5624 107758
6150 10808 116837
1754 44535 74984
47097 25872 53266
6642 3306 155484
2416 311 152206
33432 32463 18381
19627 5062 10080
35063 52462 46718
9942 7714 50311
5806 15407 196447
16498 33868 156248
36240 54230 50983
21016 4989 41750
6579 32460 70546
33490 45151 146820
31117 3272 186844
11820 34687 22748
20090 39788 49764
5863 1624 177414
1058 14461 141935
51061 119 150767
21229 48784 147760
2344 4440 40687
14197 2297 132359
4567 36600 178396
48127 10231 159352
13054 24120 44810
35051 26488 147954
27692 10524 94366
19531 13955 34148
39698 14206 73056
1869 30835 73189
17577 34742 150732
38553 46260 40719
6641 37390 118090
53102 24461 35295
16821 48765 25681
43866 4524 17311
53365 39333 33851
52237 25559 198044
21220 17117 33915
7019 26637 34477
6248 15430 76744
10875 1324 45590
35587 52852 136813
30831 5801 153040
34314 42603 73767
15504 2793 138675
45100 52997 25447
32277 24887 175196
23263 14354 126581
17978 47402 156202
11992 17675 188028
43016 45904 26341
1621 15651 170334
32508 265 10626
23786 29644 21870
53226 54231 6856
14633 4610 31848
54346 1338 31838
14609 40796 106577
50943 8974 157752
13355 25707 70135
25052 54028 164576
41134 13306 185329
43818 10659 17509
7942 52062 84901
33978 36574 86686
32933 9994 35091
9021 29800 90620
18694 39037 89510
21464 18895 43377
3784 43613 140066
19781 46381 81605
46303 11620 7180
9760 1514 29665
4038 27441 171034
33854 33935 165825
17714 45798 51189
133 18380 80386
1352 26284 167367
42535 904 126663
52856 26927 167318
26387 18910 101870
39090 24268 195219
24576 27131 44715
5443 13619 163752
17555 42383 164641
22737 24774 65177
47196 39392 11493
13206 36155 15976
17790 17362 31391
9426 28328 67397
11492 12092 199011
30232 11091 133337
13549 28635 173612
3548 22165 99404
37500 20344 11759
14162 1119 4895
53121 33051 180278
3277 29900 128413
11937 25029 80163
51240 44994 122895
33648 25534 90992
34168 48568 61791
8961 36959 75420
16214 14070 86650
10364 52541 153419
36786 19698 32086
26726 42910 24831
24065 26854 24857
28573 23961 109308
3911 11285 2330
23535 44435 49092
17568 35679 199587
19427 15387 190066
39188 11079 178652
38424 21521 123685
50216 3531 181253
36424 27279 128459
6401 31425 46941
