171193 93248
40049 95117 65571
32679 137553 1508
134860 123654 37215
143326 53528 197244
119516 105214 6464
5893 146222 194643
57440 110964 91106
109219 114211 173381
29609 82318 91769
6629 139233 162847
147975 105101 170801
34055 128102 158963
27992 139840 73309
160659 165571 78993
104915 143894 196687
127216 73006 175664
29036 117446 5452
7948 70985 75159
1070 19996 174154
38990 118124 27199
129656 16767 42794
23631 148862 165603
166903 41827 113575
115203 38650 148723
77177 76027 43339
170451 11565 22322
10325 115834 100830
25032 93475 186105
27366 104574 47641
132250 86554 29010
139 27068 140670
28910 46874 164502
152574 136115 129022
92397 137252 41570
125588 23761 179954
18291 50341 23764
99985 117767 103494
137479 164494 119497
60626 20160 26637
13430 141004 23571
34633 53104 158800
9910 9191 51165
124467 53034 138109
63967 135270 24880
81793 88048 45248
23339 66404 43850
52214 73845 112568
63303 96821 119880
151308 101468 157926
9333 480 104703
40827 39102 158595
164244 39231 78191
97093 95484 67793
108118 46676 178589
157599 78923 11267
88315 106949 192142
28934 29380 125437
121445 19917 46249
61145 94808 101351
35676 8761 169252
118896 79436 128293
5864 61953 64106
123457 85305 176027
29253 101773 101059
44421 44844 33572
100105 72135 143135
42608 131191 146762
101103 83449 192729
25222 160999 64290
126858 119620 60926
46686 67195 189886
109709 43565 61650
67533 114301 167320
62840 162735 158430
127705 43151 164743
94221 47275 52786
99810 53718 67190
2950 114401 16979
69180 92942 81435
115642 114389 97043
10208 110143 102847
18104 86 115081
33043 47591 163961
96151 89831 168673
37667 21504 39035
42778 36658 127781
133881 96484 22657
51800 118951 123161
153898 64298 146447
13583 101657 14213
85026 82676 122729
138319 102733 157845
148261 75693 162274
18832 114006 19061
149509 87728 174511
27357 141429 40531
41507 70219 45749
65595 54556 136592
170391 116667 141478
29149 143228 96779
43656 115287 189128
100391 78404 22759
160323 72277 156161
14446 4218 56123
117954 62737 52431
20585 165379 94146
110428 56650 80609
73911 131456 126664
108955 115791 156810
88546 120627 160909
47582 58141 136201
68165 88784 60131
31976 874 178127
55842 78945 143222
135796 126163 149460
16939 129798 190970
29093 5580 122606
161048 43880 54798
75495 161208 112293
142481 83524 169148
129248 86407 39827
117094 121236 197129
20293 145560 171796
128958 44870 79793
15732 82519 179464
35842 87376 86270
81415 128759 156634
101936 1229 106879
65767 87126 27978
147032 1581 189058
51759 152055 88981
68852 92089 77308
12320 45829 127428
104832 140663 92105
74541 131993 152478
42800 72916 83287
146929 124204 58746
160336 35490 69100
99414 167288 44034
131039 53326 118306
31673 35352 173462
60985 28370 4727
147802 96980 188660
22056 125426 199677
112384 129555 175775
41095 74042 169911
154138 57780 189179
86980 43882 159189
31327 158086 56198
81596 81418 31836
157766 54089 14081
64970 84013 23608
91710 100870 131513
147246 25717 180266
54983 80310 127678
163675 58538 30787
116227 97048 152438
59956 11017 180802
4790 156338 134351
70853 107224 5040
90755 119190 7267
167634 20574 155521
3283 164936 112545
78075 21907 68035
152739 108483 85259
95462 107673 51717
125209 90306 50886
131209 96593 124813
144086 19713 45104
155043 129681 111170
140056 158816 99207
94033 112283 106779
147491 130852 137272
12749 55597 51963
147712 150683 61948
34331 138461 24765
165005 1494 29239
58814 100991 71289
4347 150595 43833
4210 31305 78424
156811 19149 169703
95665 151254 35311
170476 36984 181141
116098 39466 12924
165237 139189 75027
72908 13223 199886
142708 145931 194699
61310 163651 54620
117019 137237 123838
131331 53823 186081
124640 67291 175197
8876 17258 99320
131438 89330 141724
123841 170591 64599
79181 113142 127513
88974 71047 194536
28260 130232 93819
96109 68189 109218
160380 112602 138548
147900 134661 55324
13302 140675 195220
15960 113592 175250
20805 132926 29826
121458 54260 110225
55274 156792 130373
167592 89097 106956
148554 75413 72642
139225 109743 150822
78687 71265 179813
84768 120914 15026
91975 114940 15711
95891 85941 11018
124306 2286 24450
126760 153965 104609
116098 43766 102371
163293 39177 108449
54173 34170 3297
130233 70935 118796
99923 106265 44193
44043 116384 184410
28193 33583 176213
74692 146496 17803
79703 6809 197146
37620 3117 25473
142457 60921 93281
154547 106066 9894
148334 95251 163224
115255 99074 41322
162259 59410 189456
1861 152872 52673
98321 27831 185616
113753 50692 106611
11553 6707 41713
132983 131351 114754
118964 50075 42782
10551 100800 15952
155119 52344 61836
161133 61925 53471
54206 119723 84181
43531 68823 99779
133720 131034 70506
102040 20720 152278
129501 91246 82919
87613 71208 121904
102313 48833 174024
164242 963 92895
167411 128593 159864
14159 119427 44619
26032 96282 9190
108101 35291 144827
21075 75418 127060
103261 148955 130939
110595 82484 14080
139272 39788 103019
144974 30065 103511
125690 101734 164112
23784 94455 45120
105733 129165 33120
16478 64643 175196
115479 76962 114049
63870 162676 135052
159032 121480 107859
26458 139679 102305
116094 7446 134849
101021 82221 199585
84031 125648 108761
87099 66501 131198
63690 155031 147968
50964 12878 31496
148391 148368 27946
25525 153625 183039
160916 102295 187609
154737 129442 107145
168450 73401 122454
75055 78761 194726
12506 140103 155607
77145 114876 27477
160413 7722 174079
15372 16210 9414
164571 31883 161373
96099 86939 46700
157522 119072 159499
59535 84451 197379
101707 154820 112625
78852 60968 1930
135460 156503 177475
119248 134195 63675
120261 112464 188440
132135 137619 186905
85155 39559 125570
68304 112070 14764
116484 118321 56032
32461 50022 136057
140120 139271 66987
119330 135690 116562
83663 110046 155687
85846 97574 101626
13009 79194 31552
101765 55696 80971
153992 55716 93298
122975 37250 181133
84825 22662 100923
15839 12551 166504
96101 133348 54126
10303 163020 122055
166616 77323 130675
97743 124125 41998
86938 160639 110820
101566 33762 35443
124939 59975 29685
3626 10542 1814
63589 31954 17079
159686 69088 79814
112380 18934 38400
71203 94949 154425
61296 79968 77900
159141 77383 169993
112383 77579 128711
68203 3150 155921
80641 95279 40492
161426 159732 114976
117022 59910 17241
32010 51200 62009
1927 109175 80765
42807 142588 25090
164279 48092 101799
39347 164076 192552
140981 31819 15562
147819 99542 166923
158013 50179 9651
139197 110510 105094
104230 164655 59469
141032 53157 147690
151361 97988 87568
81715 56185 165107
19010 156591 166297
12434 66767 135665
22845 59158 95455
7712 59081 33197
148300 28443 162904
159948 18155 146523
17913 19989 131229
74340 127403 129752
63031 75116 115109
27644 136339 40049
152353 152239 22623
125984 123180 11985
26141 20255 80633
80646 61009 197973
24323 9759 5919
164760 27039 193991
58898 134550 351
149719 155997 165647
162254 72821 96302
137386 123373 193737
2214 60238 169516
147418 118737 27614
118889 70296 25072
60098 74021 172021
56717 8845 104532
40741 116595 101684
93764 162220 175340
139785 9283 176524
55609 151538 148216
129635 130492 16576
37054 59568 190579
42945 66100 166955
94009 143272 51222
77273 34851 145528
104170 2128 146545
78721 159508 153929
9580 21458 100348
99986 33827 154547
161187 162241 688
168304 66397 87955
35567 31289 46752
154656 146659 58540
82968 28043 82458
8836 47612 1758
49813 90545 122290
56043 116890 49769
77234 134843 178085
49687 54327 87626
114227 115488 59068
26163 41551 4830
123326 131522 114446
18445 85670 64115
75983 51766 119343
96834 3201 161884
122815 158073 156339
13699 288 188210
33905 46998 85546
24241 49738 71430
58395 69700 143909
52036 90388 187049
94822 47136 52078
46643 90927 22020
20163 98789 170919
64786 162165 2618
163269 13459 79890
148493 97204 95176
4883 149777 179655
71279 49246 129908
99467 168414 49092
100182 111810 26083
56011 50871 105347
161187 111559 164934
133389 112833 61531
28983 141141 135883
79066 83339 144248
103613 46157 185792
154370 114609 75629
75842 72304 46017
38613 116047 104213
91772 68324 4043
39880 37169 186964
86666 73318 193990
104268 29000 178242
52291 11762 19586
42296 149316 69160
162698 55508 42334
67085 87552 138329
15208 119442 159676
129343 77583 89155
22998 27114 173016
133776 3086 126643
53346 118255 127249
10013 22254 23661
15607 43725 38449
160200 38001 44035
86670 29099 12305
2897 22627 148370
83219 91953 39156
125169 120973 167415
132772 43630 192963
128003 13608 95265
110518 4499 31096
55550 14086 98636
73201 150816 194997
24089 36701 148380
169277 169718 3498
10078 169059 126390
79240 50861 114464
85862 26532 97216
38657 62120 178361
119374 48218 186853
104664 126118 168859
81406 108751 68493
155410 101667 77770
97728 10457 89033
90940 72975 175502
145514 77708 172953
140645 90677 74743
147553 78367 174823
25236 82962 69178
150306 115920 135059
163885 66148 180719
64746 129825 165062
20285 48424 8204
63249 75776 153832
109227 84389 96554
38372 78777 6649
105917 108134 47542
13102 24051 46342
111498 64190 47351
41863 122937 135955
17152 95738 165916
169367 71992 25454
55603 150407 144899
26585 74677 12476
22169 3517 170327
90362 114341 149249
86174 36157 142370
69125 18323 17563
35281 153814 173445
69642 88963 33025
55352 20456 134542
147279 120188 37152
41998 122527 27175
32469 143337 101319
15067 67642 94364
72197 120260 14330
10622 78245 79768
165230 144577 144481
53269 51841 178450
135728 126464 197584
53996 99895 66930
18305 15193 17415
156635 50918 36253
26277 31438 185036
40741 72269 51914
53422 102168 42478
20098 79700 133224
149855 112094 122635
28126 159266 103550
121615 72873 100972
96338 110281 44342
93988 21969 193228
35378 77074 151468
84236 76786 169199
57215 125488 155348
22975 135453 145932
59958 19964 127245
153966 52607 17873
87429 32909 28225
28946 159740 83544
107081 49233 169904
99738 92100 14640
110243 43344 151672
138311 126682 82615
8668 92475 6234
82649 160574 113022
8429 135877 49131
106346 39025 114769
155671 96682 84576
9277 101170 13397
149344 69489 61868
130183 164918 180130
169548 145433 52385
145450 72593 112731
74344 88715 180666
148091 96670 81600
85663 138951 15007
124130 168891 5297
87478 167912 35410
118389 165222 139196
781 90162 177341
164776 122207 154243
31971 81300 163235
167947 163221 132036
82228 121442 27369
103809 71545 7756
125309 49607 114820
115428 123830 155111
18102 137677 28794
156187 136483 190916
93568 151841 96995
41328 152015 156467
171111 148862 64755
146876 165204 45694
16283 40698 98296
100869 53398 149308
150143 51807 191395
128226 64321 124712
168978 149304 78677
34597 81390 198097
25124 72247 29122
141681 39878 163662
109619 112004 143748
146715 100527 740
168429 52639 7077
121151 27278 81302
16580 76686 110222
88455 24698 50292
8897 67297 163745
132690 29333 163610
108428 121657 145482
112189 157252 119239
151903 136057 99946
60175 53224 146724
62081 13756 45123
24661 43820 157928
131829 84210 100177
2519 72198 129525
98179 58924 2127
144783 141864 17997
37370 129104 35867
85963 57377 199883
34793 60034 123163
24900 25381 136719
160146 139253 78303
73354 37233 23962
167216 102717 32339
115314 71565 97960
121982 66578 78897
129631 162268 176047
67579 60272 156621
127119 130495 197801
26295 15284 104081
124599 93449 149717
170514 56576 69090
16474 95913 130491
90554 99377 116020
158884 131662 121117
100635 136598 4342
9612 165429 41426
62056 62812 22413
69425 80260 94360
163271 153967 119810
96067 84411 192508
117744 165418 1268
55501 77624 118896
37226 103232 8076
15385 163331 55189
25592 153533 140671
4781 4469 25145
98920 2764 53829
16354 4065 42
51811 74694 35374
1480 158332 61345
147255 53837 6261
23662 134883 51338
73502 160906 131541
21031 150091 137352
20312 60486 143363
24169 74637 31763
127802 91876 48123
72332 102644 15278
41134 23970 178791
99256 58580 50079
168495 132745 188444
88317 28276 146409
95002 116025 180288
69466 23239 65173
53165 44134 57568
156932 101009 55500
33172 79608 101188
14918 29468 158946
3143 106885 176335
127267 159271 125231
121928 123142 58726
159524 43400 143790
171105 160840 59656
7263 79303 140887
170490 141194 77022
150919 14259 179414
153394 71248 27784
67066 97358 65194
49391 98505 155527
154574 147557 81482
19104 46590 189782
168356 51079 185404
119272 96594 186631
32776 34789 171874
58959 118919 47139
159045 168646 14910
116817 92442 6615
126926 107533 197752
165917 155068 112119
3422 140363 117821
104085 70775 99888
126182 63971 38306
84999 57385 146171
70120 128498 44348
107944 76110 7022
130223 142510 131264
2621 84723 108296
65015 148524 139627
8775 110390 148682
94380 116849 2678
69058 4951 94180
99676 61093 149767
103183 162560 19191
141679 135684 124135
2086 71857 8239
3917 100082 16922
152928 105000 44325
326 38461 90733
76348 40659 5328
101449 158320 31266
51848 68462 36408
109996 105694 58358
114994 87034 29313
111215 37572 70859
119565 95396 6905
65615 99519 146074
2528 122423 40846
31055 28651 177985
160727 453 158974
2546 47238 170784
7924 135023 194576
115994 3295 70518
90868 10593 125281
5913 102010 163836
85348 95755 97028
21685 171165 86928
105114 46925 197462
